市町村コード,都道府県名,市町村名,地域,地区,年次,農家戸数(戸),農家戸数構成比(%),農家人口(人),農家人口構成比(%),農業就業人口(人),農業就業人口構成比(%)
5212,秋田県,大仙市,仙北,横堀,2010(平成22),359,7.6,"1,580",7.8,578,7.9
5212,秋田県,大仙市,仙北,横堀,2015(平成27),303,5.9,"1,251",6.1,437,6.0
5212,秋田県,大仙市,太田,太田全域,1975(昭和50),"1,488",10.7,"6,998",10.6,"2,696",12.0
5212,秋田県,大仙市,太田,太田全域,1980(昭和55),"1,471",10.8,"6,965",10.8,"2,299",11.6
5212,秋田県,大仙市,太田,太田全域,1985(昭和60),"1,407",10.8,"6,741",10.8,"2,304",12.8
5212,秋田県,大仙市,太田,太田全域,1990(平成2),"1,316",10.7,"6,334",10.8,"2,132",13.4
5212,秋田県,大仙市,太田,太田全域,1995(平成7),"1,202",10.5,"5,745",10.8,"1,833",13.4
5212,秋田県,大仙市,太田,太田全域,2000(平成12),"1,036",10.9,"4,951",11.2,"1,613",12.6
5212,秋田県,大仙市,太田,太田全域,2005(平成17),907,10.7,"4,200",11.1,"1,467",12.0
5212,秋田県,大仙市,太田,太田全域,2010(平成22),748,15.9,"3,364",16.6,"1,255",17.2
5212,秋田県,大仙市,太田,太田全域,2015(平成27),628,12.3,"2,687",13.1,"1,084",15.0
5212,秋田県,大仙市,太田,長信田,1975(昭和50),715,5.1,"3,426",5.2,"1,362",6.1
5212,秋田県,大仙市,太田,長信田,1980(昭和55),704,5.2,"3,416",5.3,"1,160",5.9
5212,秋田県,大仙市,太田,長信田,1985(昭和60),670,5.1,"3,244",5.2,"1,123",6.2
5212,秋田県,大仙市,太田,長信田,1990(平成2),621,5.1,"3,052",5.2,"1,063",6.7
5212,秋田県,大仙市,太田,長信田,1995(平成7),573,5.0,"2,804",5.3,911,6.6
5212,秋田県,大仙市,太田,長信田,2000(平成12),492,5.2,"2,393",5.4,808,6.3
5212,秋田県,大仙市,太田,長信田,2005(平成17),433,5.1,"2,034",5.4,714,5.9
5212,秋田県,大仙市,太田,長信田,2010(平成22),362,7.7,"1,655",8.2,618,8.5
5212,秋田県,大仙市,太田,長信田,2015(平成27),318,6.2,"1,358",6.6,556,7.7
5212,秋田県,大仙市,太田,横沢,1975(昭和50),773,5.5,"3,572",5.4,"1,334",5.9
5212,秋田県,大仙市,太田,横沢,1980(昭和55),767,5.6,"3,549",5.5,"1,139",5.8
5212,秋田県,大仙市,太田,横沢,1985(昭和60),737,5.7,"3,497",5.6,"1,181",6.6
5212,秋田県,大仙市,太田,横沢,1990(平成2),695,5.7,"3,282",5.6,"1,069",6.7
5212,秋田県,大仙市,太田,横沢,1995(平成7),629,5.5,"2,941",5.5,922,6.7
5212,秋田県,大仙市,太田,横沢,2000(平成12),544,5.7,"2,558",5.8,805,6.3
5212,秋田県,大仙市,太田,横沢,2005(平成17),474,5.6,"2,166",5.7,753,6.2
5212,秋田県,大仙市,太田,横沢,2010(平成22),386,8.2,"1,709",8.5,637,8.8
5212,秋田県,大仙市,太田,横沢,2015(平成27),310,6.1,"1,329",6.5,528,7.3
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
