市町村コード,都道府県名,市町村名,地域,年度,区分,施設名,利用者数（人）,補足,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2014(平成26）,テニスコート,神岡テニスコート,"9,099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2015(平成27）,テニスコート,神岡テニスコート,"8,236",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2016(平成28）,テニスコート,神岡テニスコート,"7,055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2017(平成29）,テニスコート,神岡テニスコート,"6,495",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2018(平成30）,テニスコート,神岡テニスコート,"7,553",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2019(令和1）,テニスコート,神岡テニスコート,"7,994",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2006(平成18）,屋内多目的運動場,嶽ドーム,"10,326",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2007(平成19）,屋内多目的運動場,嶽ドーム,"20,558",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2008(平成20）,屋内多目的運動場,嶽ドーム,"18,918",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2009(平成21）,屋内多目的運動場,嶽ドーム,"13,572",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2010(平成22）,屋内多目的運動場,嶽ドーム,"18,250",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2011(平成23）,屋内多目的運動場,嶽ドーム,"19,140",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2012(平成24）,屋内多目的運動場,嶽ドーム,"18,614",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2013(平成25）,屋内多目的運動場,嶽ドーム,"21,462",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2014(平成26）,屋内多目的運動場,嶽ドーム,"20,074",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2015(平成27）,屋内多目的運動場,嶽ドーム,"19,970",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2016(平成28）,屋内多目的運動場,嶽ドーム,"18,947",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2017(平成29）,屋内多目的運動場,嶽ドーム,"16,449",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2018(平成30）,屋内多目的運動場,嶽ドーム,"17,225",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2019(令和1）,屋内多目的運動場,嶽ドーム,"14,336",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2006(平成18）,グラウンド・ゴルフ場,中川原運動公園,"9,682",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2007(平成19）,グラウンド・ゴルフ場,中川原運動公園,"9,708",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2008(平成20）,グラウンド・ゴルフ場,中川原運動公園,"10,094",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2009(平成21）,グラウンド・ゴルフ場,中川原運動公園,"8,256",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2010(平成22）,グラウンド・ゴルフ場,中川原運動公園,"8,845",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2011(平成23）,グラウンド・ゴルフ場,中川原運動公園,"7,787",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2012(平成24）,グラウンド・ゴルフ場,中川原運動公園,"7,558",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2013(平成25）,グラウンド・ゴルフ場,中川原運動公園,"7,304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2014(平成26）,グラウンド・ゴルフ場,中川原運動公園,"8,617",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2015(平成27）,グラウンド・ゴルフ場,中川原運動公園,"8,904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2016(平成28）,グラウンド・ゴルフ場,中川原運動公園,"8,130",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2017(平成29）,グラウンド・ゴルフ場,中川原運動公園,"6,060",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2018(平成30）,グラウンド・ゴルフ場,中川原運動公園,"6,417",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2019(令和1）,グラウンド・ゴルフ場,中川原運動公園,"6,857",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2006(平成18）,サッカー場,中川原運動公園サッカー場,"2,990",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2007(平成19）,サッカー場,中川原運動公園サッカー場,"6,005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2008(平成20）,サッカー場,中川原運動公園サッカー場,"4,640",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2009(平成21）,サッカー場,中川原運動公園サッカー場,"1,213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2010(平成22）,サッカー場,中川原運動公園サッカー場,"3,031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2011(平成23）,サッカー場,中川原運動公園サッカー場,"3,487",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2012(平成24）,サッカー場,中川原運動公園サッカー場,"2,486",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2013(平成25）,サッカー場,中川原運動公園サッカー場,"2,676",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2014(平成26）,サッカー場,中川原運動公園サッカー場,"1,885",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2015(平成27）,サッカー場,中川原運動公園サッカー場,"2,836",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2016(平成28）,サッカー場,中川原運動公園サッカー場,"2,832",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2017(平成29）,サッカー場,中川原運動公園サッカー場,"1,341",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2018(平成30）,サッカー場,中川原運動公園サッカー場,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2019(令和1）,サッカー場,中川原運動公園サッカー場,"1,131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2006(平成18）,サッカー場,向堀野農村広場サッカー場,-,データなし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2007(平成19）,サッカー場,向堀野農村広場サッカー場,-,データなし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2008(平成20）,サッカー場,向堀野農村広場サッカー場,-,データなし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2009(平成21）,サッカー場,向堀野農村広場サッカー場,"1,466",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2010(平成22）,サッカー場,向堀野農村広場サッカー場,"3,437",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2011(平成23）,サッカー場,向堀野農村広場サッカー場,"1,596",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2012(平成24）,サッカー場,向堀野農村広場サッカー場,"2,270",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2013(平成25）,サッカー場,向堀野農村広場サッカー場,"4,821",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2014(平成26）,サッカー場,向堀野農村広場サッカー場,"6,422",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2015(平成27）,サッカー場,向堀野農村広場サッカー場,"4,910",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2016(平成28）,サッカー場,向堀野農村広場サッカー場,"8,098",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2017(平成29）,サッカー場,向堀野農村広場サッカー場,"8,301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2018(平成30）,サッカー場,向堀野農村広場サッカー場,"6,995",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2019(令和1）,サッカー場,向堀野農村広場サッカー場,"7,140",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2006(平成18）,プール,B&G海洋センター,"3,461",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2007(平成19）,プール,B&G海洋センター,"2,682",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2008(平成20）,プール,B&G海洋センター,"2,880",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2009(平成21）,プール,B&G海洋センター,"3,882",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2010(平成22）,プール,B&G海洋センター,"4,197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2011(平成23）,プール,B&G海洋センター,"4,075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2012(平成24）,プール,B&G海洋センター,"4,163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2013(平成25）,プール,B&G海洋センター,"3,424",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2014(平成26）,プール,B&G海洋センター,"3,725",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2015(平成27）,プール,B&G海洋センター,"3,564",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2016(平成28）,プール,B&G海洋センター,"3,320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2017(平成29）,プール,B&G海洋センター,"3,059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2018(平成30）,プール,B&G海洋センター,"3,374",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2019(令和1）,プール,B&G海洋センター,"2,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2006(平成18）,野球場,西仙北緑地運動広場,"1,754",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2007(平成19）,野球場,西仙北緑地運動広場,"1,994",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2008(平成20）,野球場,西仙北緑地運動広場,"1,795",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2009(平成21）,野球場,西仙北緑地運動広場,"1,752",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2010(平成22）,野球場,西仙北緑地運動広場,"1,710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2011(平成23）,野球場,西仙北緑地運動広場,"2,443",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2012(平成24）,野球場,西仙北緑地運動広場,"1,591",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2013(平成25）,野球場,西仙北緑地運動広場,"1,221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2014(平成26）,野球場,西仙北緑地運動広場,"1,622",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2015(平成27）,野球場,西仙北緑地運動広場,"1,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2016(平成28）,野球場,西仙北緑地運動広場,"1,567",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2017(平成29）,野球場,西仙北緑地運動広場,"1,184",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2018(平成30）,野球場,西仙北緑地運動広場,"1,338",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2019(令和1）,野球場,西仙北緑地運動広場,"1,475",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2006(平成18）,体育館,西仙北スポーツセンター,"16,752",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2007(平成19）,体育館,西仙北スポーツセンター,"16,638",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2008(平成20）,体育館,西仙北スポーツセンター,"16,403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2009(平成21）,体育館,西仙北スポーツセンター,"15,909",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2010(平成22）,体育館,西仙北スポーツセンター,"18,285",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2011(平成23）,体育館,西仙北スポーツセンター,"21,552",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2012(平成24）,体育館,西仙北スポーツセンター,"22,255",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2013(平成25）,体育館,西仙北スポーツセンター,"25,205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2014(平成26）,体育館,西仙北スポーツセンター,"29,823",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2015(平成27）,体育館,西仙北スポーツセンター,"32,361",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2016(平成28）,体育館,西仙北スポーツセンター,"28,434",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2017(平成29）,体育館,西仙北スポーツセンター,"24,576",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2018(平成30）,体育館,西仙北スポーツセンター,"31,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2019(令和1）,体育館,西仙北スポーツセンター,"34,362",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2012(平成24）,体育館,土川体育館,433,H23土川小学校廃校によりH２４年度より市民体育館として使用開始,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2013(平成25）,体育館,土川体育館,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2014(平成26）,体育館,土川体育館,874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2015(平成27）,体育館,土川体育館,"1,194",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2016(平成28）,体育館,土川体育館,"2,289",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2017(平成29）,体育館,土川体育館,"1,980",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2018(平成30）,体育館,土川体育館,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2019(令和1）,体育館,土川体育館,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2012(平成24）,体育館,西仙北西体育館,"5,167",H23西仙北西中学校廃校によりH２４年度より市民体育館として使用開始,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2013(平成25）,体育館,西仙北西体育館,"4,025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2014(平成26）,体育館,西仙北西体育館,"5,810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2015(平成27）,体育館,西仙北西体育館,"5,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2016(平成28）,体育館,西仙北西体育館,"4,548",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2017(平成29）,体育館,西仙北西体育館,"4,432",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2018(平成30）,体育館,西仙北西体育館,"6,820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2019(令和1）,体育館,西仙北西体育館,"4,308",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2006(平成18）,テニスコート,西仙北スポーツセンター,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2007(平成19）,テニスコート,西仙北スポーツセンター,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2008(平成20）,テニスコート,西仙北スポーツセンター,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2009(平成21）,テニスコート,西仙北スポーツセンター,"1,847",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2010(平成22）,テニスコート,西仙北スポーツセンター,"2,224",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2011(平成23）,テニスコート,西仙北スポーツセンター,"1,718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2012(平成24）,テニスコート,西仙北スポーツセンター,"1,814",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2013(平成25）,テニスコート,西仙北スポーツセンター,"1,390",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2014(平成26）,テニスコート,西仙北スポーツセンター,"2,386",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2015(平成27）,テニスコート,西仙北スポーツセンター,"2,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2016(平成28）,テニスコート,西仙北スポーツセンター,"2,377",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2017(平成29）,テニスコート,西仙北スポーツセンター,"2,852",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2018(平成30）,テニスコート,西仙北スポーツセンター,"2,275",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2019(令和1）,テニスコート,西仙北スポーツセンター,"1,722",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2006(平成18）,ゲートボール場,西仙北スポーツセンター,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2007(平成19）,ゲートボール場,西仙北スポーツセンター,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2008(平成20）,ゲートボール場,西仙北スポーツセンター,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2009(平成21）,ゲートボール場,西仙北スポーツセンター,35,競技団体の解散によりH21年度より使用されていない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2006(平成18）,グラウンド・ゴルフ場,西仙北緑地運動広場,"3,541",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2007(平成19）,グラウンド・ゴルフ場,西仙北緑地運動広場,"4,859",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2008(平成20）,グラウンド・ゴルフ場,西仙北緑地運動広場,"6,237",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,西仙北地域,2009(平成21）,グラウンド・ゴルフ場,西仙北緑地運動広場,"4,989",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
