市町村コード,都道府県名,市町村名,地域,年度,区分,施設名,利用者数（人）,補足,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2014(平成26）,グラウンド・ゴルフ場,「大曲の花火」公園多目的広場,"4,580",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2015(平成27）,グラウンド・ゴルフ場,「大曲の花火」公園多目的広場,"4,491",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2016(平成28）,グラウンド・ゴルフ場,「大曲の花火」公園多目的広場,"4,858",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2017(平成29）,グラウンド・ゴルフ場,「大曲の花火」公園多目的広場,"4,801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2018(平成30）,グラウンド・ゴルフ場,「大曲の花火」公園多目的広場,"4,491",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2019(令和1）,グラウンド・ゴルフ場,「大曲の花火」公園多目的広場,"4,294",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2006(平成18）,サッカー場,「大曲の花火」公園多目的広場,851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2007(平成19）,サッカー場,「大曲の花火」公園多目的広場,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2008(平成20）,サッカー場,「大曲の花火」公園多目的広場,"1,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2009(平成21）,サッカー場,「大曲の花火」公園多目的広場,"1,678",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2010(平成22）,サッカー場,「大曲の花火」公園多目的広場,"1,069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2011(平成23）,サッカー場,「大曲の花火」公園多目的広場,"1,240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2012(平成24）,サッカー場,「大曲の花火」公園多目的広場,"1,700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2013(平成25）,サッカー場,「大曲の花火」公園多目的広場,"2,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2014(平成26）,サッカー場,「大曲の花火」公園多目的広場,"1,490",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2015(平成27）,サッカー場,「大曲の花火」公園多目的広場,"2,040",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2016(平成28）,サッカー場,「大曲の花火」公園多目的広場,"1,591",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2017(平成29）,サッカー場,「大曲の花火」公園多目的広場,"1,220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2018(平成30）,サッカー場,「大曲の花火」公園多目的広場,"3,220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2019(令和1）,サッカー場,「大曲の花火」公園多目的広場,860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2006(平成18）,サッカー場,花館グラウンド運動公園,"5,680",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2007(平成19）,サッカー場,花館グラウンド運動公園,"3,620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2008(平成20）,サッカー場,花館グラウンド運動公園,"4,432",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2009(平成21）,サッカー場,花館グラウンド運動公園,"4,180",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2010(平成22）,サッカー場,花館グラウンド運動公園,"3,435",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2011(平成23）,サッカー場,花館グラウンド運動公園,"5,154",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2012(平成24）,サッカー場,花館グラウンド運動公園,"4,592",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2013(平成25）,サッカー場,花館グラウンド運動公園,"3,623",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2014(平成26）,サッカー場,花館グラウンド運動公園,"5,725",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2015(平成27）,サッカー場,花館グラウンド運動公園,"4,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2016(平成28）,サッカー場,花館グラウンド運動公園,"5,259",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2017(平成29）,サッカー場,花館グラウンド運動公園,"4,205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2018(平成30）,サッカー場,花館グラウンド運動公園,"3,179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2019(令和1）,サッカー場,花館グラウンド運動公園,"2,610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2006(平成18）,武道館,大曲武道館,-,データなし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2007(平成19）,武道館,大曲武道館,-,データなし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2008(平成20）,武道館,大曲武道館,-,データなし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2009(平成21）,武道館,大曲武道館,"13,759",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2010(平成22）,武道館,大曲武道館,"14,778",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2011(平成23）,武道館,大曲武道館,"12,133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2012(平成24）,武道館,大曲武道館,"15,041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2013(平成25）,武道館,大曲武道館,"15,650",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2014(平成26）,武道館,大曲武道館,"17,111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2015(平成27）,武道館,大曲武道館,"15,880",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2016(平成28）,武道館,大曲武道館,"15,280",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2017(平成29）,武道館,大曲武道館,"15,271",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2018(平成30）,武道館,大曲武道館,0,施設改修に向けた解体工事のため利用なし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2019(令和1）,武道館,大曲武道館,0,改修工事（新築）のため利用なし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2006(平成18）,トレーニングルーム,大曲体育館トレーニングルーム,-,データなし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2007(平成19）,トレーニングルーム,大曲体育館トレーニングルーム,-,データなし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2008(平成20）,トレーニングルーム,大曲体育館トレーニングルーム,-,データなし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2009(平成21）,トレーニングルーム,大曲体育館トレーニングルーム,"6,703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2010(平成22）,トレーニングルーム,大曲体育館トレーニングルーム,"5,950",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2011(平成23）,トレーニングルーム,大曲体育館トレーニングルーム,"5,174",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2012(平成24）,トレーニングルーム,大曲体育館トレーニングルーム,"5,770",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2013(平成25）,トレーニングルーム,大曲体育館トレーニングルーム,"6,584",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2014(平成26）,トレーニングルーム,大曲体育館トレーニングルーム,"6,598",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2015(平成27）,トレーニングルーム,大曲体育館トレーニングルーム,"7,325",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2016(平成28）,トレーニングルーム,大曲体育館トレーニングルーム,"7,095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2017(平成29）,トレーニングルーム,大曲体育館トレーニングルーム,"7,625",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2018(平成30）,トレーニングルーム,大曲体育館トレーニングルーム,"8,888",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2019(令和1）,トレーニングルーム,大曲体育館トレーニングルーム,"5,469",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2015(平成27）,その他運動広場,飯田運動広場（大曲西道路高架下）,924,H27年度新設,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2016(平成28）,その他運動広場,飯田運動広場（大曲西道路高架下）,"1,140",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2017(平成29）,その他運動広場,飯田運動広場（大曲西道路高架下）,"3,043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2018(平成30）,その他運動広場,飯田運動広場（大曲西道路高架下）,"2,437",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2019(令和1）,その他運動広場,飯田運動広場（大曲西道路高架下）,"2,552",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2006(平成18）,プール,市民プール,"8,019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2007(平成19）,プール,市民プール,"6,442",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2008(平成20）,プール,市民プール,"6,874",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2009(平成21）,プール,市民プール,"4,955",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2010(平成22）,プール,市民プール,"5,145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2011(平成23）,プール,市民プール,"5,107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2012(平成24）,プール,市民プール,"5,257",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2013(平成25）,プール,市民プール,"4,065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2014(平成26）,プール,市民プール,"4,037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2015(平成27）,プール,市民プール,"4,462",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2016(平成28）,プール,市民プール,"4,408",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2017(平成29）,プール,市民プール,"3,472",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2018(平成30）,プール,市民プール,"4,858",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,大曲地域,2019(令和1）,プール,市民プール,"4,384",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2006(平成18）,野球場,神岡野球場,"16,253",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2007(平成19）,野球場,神岡野球場,"5,606",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2008(平成20）,野球場,神岡野球場,"5,498",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2009(平成21）,野球場,神岡野球場,"5,845",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2010(平成22）,野球場,神岡野球場,"9,744",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2011(平成23）,野球場,神岡野球場,"10,138",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2012(平成24）,野球場,神岡野球場,"9,089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2013(平成25）,野球場,神岡野球場,"9,842",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2014(平成26）,野球場,神岡野球場,"9,643",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2015(平成27）,野球場,神岡野球場,"9,801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2016(平成28）,野球場,神岡野球場,"9,880",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2017(平成29）,野球場,神岡野球場,"10,215",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2018(平成30）,野球場,神岡野球場,"9,562",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2019(令和1）,野球場,神岡野球場,"9,074",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2006(平成18）,野球場,中川原グラウンド,"8,469",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2007(平成19）,野球場,中川原グラウンド,"5,315",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2008(平成20）,野球場,中川原グラウンド,"3,469",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2009(平成21）,野球場,中川原グラウンド,"3,497",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2010(平成22）,野球場,中川原グラウンド,"6,655",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2011(平成23）,野球場,中川原グラウンド,"1,514",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2012(平成24）,野球場,中川原グラウンド,"3,458",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2013(平成25）,野球場,中川原グラウンド,"3,394",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2014(平成26）,野球場,中川原グラウンド,"3,963",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2015(平成27）,野球場,中川原グラウンド,"4,268",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2016(平成28）,野球場,中川原グラウンド,"4,208",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2017(平成29）,野球場,中川原グラウンド,"2,693",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2018(平成30）,野球場,中川原グラウンド,885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2019(令和1）,野球場,中川原グラウンド,"3,452",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2006(平成18）,野球場,太平健康広場,-,データなし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2007(平成19）,野球場,太平健康広場,-,データなし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2008(平成20）,野球場,太平健康広場,-,データなし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2009(平成21）,野球場,太平健康広場,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2010(平成22）,野球場,太平健康広場,"1,363",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2011(平成23）,野球場,太平健康広場,"2,180",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2012(平成24）,野球場,太平健康広場,"2,620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2013(平成25）,野球場,太平健康広場,"1,520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2014(平成26）,野球場,太平健康広場,"1,412",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2015(平成27）,野球場,太平健康広場,"1,270",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2016(平成28）,野球場,太平健康広場,"1,111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2017(平成29）,野球場,太平健康広場,"1,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2018(平成30）,野球場,太平健康広場,"1,850",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2019(令和1）,野球場,太平健康広場,"1,179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2006(平成18）,体育館,神岡体育館,"20,392",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2007(平成19）,体育館,神岡体育館,"19,985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2008(平成20）,体育館,神岡体育館,"15,018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2009(平成21）,体育館,神岡体育館,"15,405",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2010(平成22）,体育館,神岡体育館,"19,174",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2011(平成23）,体育館,神岡体育館,"14,763",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2012(平成24）,体育館,神岡体育館,"13,991",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2013(平成25）,体育館,神岡体育館,"15,091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2014(平成26）,体育館,神岡体育館,"14,129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2015(平成27）,体育館,神岡体育館,"15,584",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2016(平成28）,体育館,神岡体育館,"15,015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2017(平成29）,体育館,神岡体育館,"15,055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2018(平成30）,体育館,神岡体育館,"14,163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2019(令和1）,体育館,神岡体育館,"13,027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2006(平成18）,テニスコート,神岡テニスコート,"4,161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2007(平成19）,テニスコート,神岡テニスコート,"7,617",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2008(平成20）,テニスコート,神岡テニスコート,"10,097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2009(平成21）,テニスコート,神岡テニスコート,"9,544",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2010(平成22）,テニスコート,神岡テニスコート,"10,972",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2011(平成23）,テニスコート,神岡テニスコート,"9,852",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2012(平成24）,テニスコート,神岡テニスコート,"10,609",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,神岡地域,2013(平成25）,テニスコート,神岡テニスコート,"10,268",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
