市町村コード,都道府県名,市町村名,年度,財源区分,歳入項目,決算額（千円）,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2016(平成28）,依存財源,県支出金,3673195,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2016(平成28）,依存財源,市債,3389209,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2017(平成29）,自主財源,市税,7993490,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2017(平成29）,自主財源,分担金・負担金,404658,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2017(平成29）,自主財源,使用料・手数料,453719,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2017(平成29）,自主財源,財産収入,87958,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2017(平成29）,自主財源,寄付金（含む繰入金),1732890,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2017(平成29）,自主財源,繰越金,1259785,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2017(平成29）,自主財源,諸収入,1670342,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2017(平成29）,依存財源,地方譲与税,760905,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2017(平成29）,依存財源,利子割交付金,13653,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2017(平成29）,依存財源,配当割交付金,18051,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2017(平成29）,依存財源,株式等譲渡取得割交付金,16883,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2017(平成29）,依存財源,法人事業税交付金,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2017(平成29）,依存財源,地方消費税交付金,1565410,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2017(平成29）,依存財源,ゴルフ場利用税交付金,12805,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2017(平成29）,依存財源,自動車取得税交付金,151357,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2017(平成29）,依存財源,環境性能割交付金,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2017(平成29）,依存財源,地方特例交付金,34749,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2017(平成29）,依存財源,地方交付税,19469098,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2017(平成29）,依存財源,交通安全対策特別交付金,13910,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2017(平成29）,依存財源,国庫支出金,6626658,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2017(平成29）,依存財源,県支出金,3531026,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2017(平成29）,依存財源,市債,4478498,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2018(平成30）,自主財源,市税,8088987,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2018(平成30）,自主財源,分担金・負担金,180244,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2018(平成30）,自主財源,使用料・手数料,458164,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2018(平成30）,自主財源,財産収入,90635,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2018(平成30）,自主財源,寄付金（含む繰入金),1250266,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2018(平成30）,自主財源,繰越金,1549332,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2018(平成30）,自主財源,諸収入,1371619,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2018(平成30）,依存財源,地方譲与税,785399,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2018(平成30）,依存財源,利子割交付金,12037,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2018(平成30）,依存財源,配当割交付金,12851,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2018(平成30）,依存財源,株式等譲渡取得割交付金,11551,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2018(平成30）,依存財源,法人事業税交付金,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2018(平成30）,依存財源,地方消費税交付金,1601460,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2018(平成30）,依存財源,ゴルフ場利用税交付金,13239,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2018(平成30）,依存財源,自動車取得税交付金,159050,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2018(平成30）,依存財源,環境性能割交付金,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2018(平成30）,依存財源,地方特例交付金,40139,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2018(平成30）,依存財源,地方交付税,18625282,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2018(平成30）,依存財源,交通安全対策特別交付金,11129,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2018(平成30）,依存財源,国庫支出金,5561837,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2018(平成30）,依存財源,県支出金,4215833,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2018(平成30）,依存財源,市債,5801051,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2019(令和1）,自主財源,市税,8094723,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2019(令和1）,自主財源,分担金・負担金,105557,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2019(令和1）,自主財源,使用料・手数料,459526,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2019(令和1）,自主財源,財産収入,86937,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2019(令和1）,自主財源,寄付金（含む繰入金),1115213,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2019(令和1）,自主財源,繰越金,1371850,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2019(令和1）,自主財源,諸収入,1610724,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2019(令和1）,依存財源,地方譲与税,805038,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2019(令和1）,依存財源,利子割交付金,5863,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2019(令和1）,依存財源,配当割交付金,15372,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2019(令和1）,依存財源,株式等譲渡取得割交付金,9329,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2019(令和1）,依存財源,法人事業税交付金,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2019(令和1）,依存財源,地方消費税交付金,1500090,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2019(令和1）,依存財源,ゴルフ場利用税交付金,13292,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2019(令和1）,依存財源,自動車取得税交付金,106098,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2019(令和1）,依存財源,環境性能割交付金,14411,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2019(令和1）,依存財源,地方特例交付金,113002,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2019(令和1）,依存財源,地方交付税,18159924,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2019(令和1）,依存財源,交通安全対策特別交付金,10625,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2019(令和1）,依存財源,国庫支出金,5373517,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2019(令和1）,依存財源,県支出金,3679828,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2019(令和1）,依存財源,市債,4044038,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2020(令和2）,自主財源,市税,8062972,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2020(令和2）,自主財源,分担金・負担金,59841,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2020(令和2）,自主財源,使用料・手数料,478495,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2020(令和2）,自主財源,財産収入,148334,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2020(令和2）,自主財源,寄付金（含む繰入金),1580238,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2020(令和2）,自主財源,繰越金,1637049,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2020(令和2）,自主財源,諸収入,1712414,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2020(令和2）,依存財源,地方譲与税,819977,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2020(令和2）,依存財源,利子割交付金,5838,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2020(令和2）,依存財源,配当割交付金,14027,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2020(令和2）,依存財源,株式等譲渡取得割交付金,18958,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2020(令和2）,依存財源,法人事業税交付金,50451,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2020(令和2）,依存財源,地方消費税交付金,1830508,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2020(令和2）,依存財源,ゴルフ場利用税交付金,13211,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2020(令和2）,依存財源,自動車取得税交付金,,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2020(令和2）,依存財源,環境性能割交付金,42221,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2020(令和2）,依存財源,地方特例交付金,76088,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2020(令和2）,依存財源,地方交付税,17960270,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2020(令和2）,依存財源,交通安全対策特別交付金,11702,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2020(令和2）,依存財源,国庫支出金,15702345,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2020(令和2）,依存財源,県支出金,3578775,,,,,,,,,,,,,,,
05212,秋田県,大仙市,2020(令和2）,依存財源,市債,3255251,,,,,,,,,,,,,,,
