市町村コード,都道府県名,市町村名,地域,公民館名,年度,利用回数,利用者数
052124,秋田県,大仙市,中仙地域,中仙公民館（市民会館）,2012(平成24),"2,655","54,279"
052124,秋田県,大仙市,中仙地域,中仙公民館（市民会館）,2013(平成25),"2,775","54,729"
052124,秋田県,大仙市,中仙地域,中仙公民館（市民会館）,2014(平成26),"2,675","55,330"
052124,秋田県,大仙市,中仙地域,中仙公民館（市民会館）,2015(平成27),"2,521","58,964"
052124,秋田県,大仙市,中仙地域,中仙公民館（市民会館）,2016(平成28),"2,656","58,794"
052124,秋田県,大仙市,中仙地域,中仙公民館（市民会館）,2017(平成29),"2,438","51,838"
052124,秋田県,大仙市,中仙地域,中仙公民館（市民会館）,2006(平成30),"2,354","47,175"
052124,秋田県,大仙市,中仙地域,中仙公民館（市民会館）,2019(令和1）,"1,980","36,120"
052124,秋田県,大仙市,中仙地域,中仙公民館（市民会館）,2020(令和2）,"1,260","14,375"
052124,秋田県,大仙市,中仙地域,中仙公民館（市民会館）,2021(令和3）,"1,752","21,693"
052124,秋田県,大仙市,中仙地域,鑓見内分館,1991(平成3),291,"5,107"
052124,秋田県,大仙市,中仙地域,鑓見内分館,1992(平成4),294,"5,331"
052124,秋田県,大仙市,中仙地域,鑓見内分館,1993(平成5),282,"5,166"
052124,秋田県,大仙市,中仙地域,鑓見内分館,1994(平成6),280,"5,263"
052124,秋田県,大仙市,中仙地域,鑓見内分館,1995(平成7),283,"5,233"
052124,秋田県,大仙市,中仙地域,鑓見内分館,1996(平成8),215,"2,420"
052124,秋田県,大仙市,中仙地域,鑓見内分館,1997(平成9),297,"5,526"
052124,秋田県,大仙市,中仙地域,鑓見内分館,1998(平成10),102,"1,172"
052124,秋田県,大仙市,中仙地域,鑓見内分館,1999(平成11),90,"1,164"
052124,秋田県,大仙市,中仙地域,鑓見内分館,2000(平成12),93,"1,140"
052124,秋田県,大仙市,中仙地域,鑓見内分館,2001(平成13),95,"1,152"
052124,秋田県,大仙市,中仙地域,鑓見内分館,2002(平成14),97,"1,133"
052124,秋田県,大仙市,中仙地域,鑓見内分館,2003(平成15),87,"1,199"
052124,秋田県,大仙市,中仙地域,鑓見内分館,2004(平成16),100,"1,284"
052124,秋田県,大仙市,中仙地域,鑓見内分館,2005(平成17),95,748
052124,秋田県,大仙市,中仙地域,鑓見内分館,2006(平成18),61,847
052124,秋田県,大仙市,中仙地域,鑓見内分館,2007(平成19),308,"4,133"
052124,秋田県,大仙市,中仙地域,鑓見内分館,2008(平成20),382,"3,403"
052124,秋田県,大仙市,中仙地域,鑓見内分館,2009(平成21),393,"4,849"
052124,秋田県,大仙市,中仙地域,鑓見内分館,2010(平成22),375,"4,286"
052124,秋田県,大仙市,中仙地域,鑓見内分館,2011(平成23),359,"4,208"
052124,秋田県,大仙市,中仙地域,鑓見内分館,2012(平成24),333,379
052124,秋田県,大仙市,中仙地域,鑓見内分館,2013(平成25),321,"4,257"
052124,秋田県,大仙市,中仙地域,鑓見内分館,2014(平成26),329,"3,686"
052124,秋田県,大仙市,中仙地域,鑓見内分館,2015(平成27),403,"5,065"
052124,秋田県,大仙市,中仙地域,鑓見内分館,2016(平成28),456,"4,992"
052124,秋田県,大仙市,中仙地域,鑓見内分館,2017(平成29),423,"4,994"
052124,秋田県,大仙市,中仙地域,鑓見内分館,2006(平成30),433,"3,602"
052124,秋田県,大仙市,中仙地域,鑓見内分館,2019(令和1）,451,"3,891"
052124,秋田県,大仙市,中仙地域,鑓見内分館,2020(令和2）,336,"1,937"
052124,秋田県,大仙市,中仙地域,鑓見内分館,2021(令和3）,330,"2,494"
052124,秋田県,大仙市,中仙地域,長野分館,1991(平成3),556,"12,374"
052124,秋田県,大仙市,中仙地域,長野分館,1992(平成4),596,"12,504"
052124,秋田県,大仙市,中仙地域,長野分館,1993(平成5),738,"12,757"
052124,秋田県,大仙市,中仙地域,長野分館,1994(平成6),724,"11,792"
052124,秋田県,大仙市,中仙地域,長野分館,1995(平成7),-,"9,246"
052124,秋田県,大仙市,中仙地域,長野分館,1996(平成8),-,"10,383"
052124,秋田県,大仙市,中仙地域,長野分館,1997(平成9),-,"8,460"
052124,秋田県,大仙市,中仙地域,長野分館,1998(平成10),-,"8,931"
052124,秋田県,大仙市,中仙地域,長野分館,1999(平成11),-,"8,888"
052124,秋田県,大仙市,中仙地域,長野分館,2000(平成12),715,"6,969"
052124,秋田県,大仙市,中仙地域,長野分館,2001(平成13),655,"7,008"
052124,秋田県,大仙市,中仙地域,長野分館,2002(平成14),597,"6,668"
052124,秋田県,大仙市,中仙地域,長野分館,2003(平成15),670,"8,874"
052124,秋田県,大仙市,中仙地域,長野分館,2004(平成16),580,"8,683"
052124,秋田県,大仙市,中仙地域,長野分館,2005(平成17),576,"9,682"
052124,秋田県,大仙市,中仙地域,長野分館,2006(平成18),547,"7,140"
052124,秋田県,大仙市,中仙地域,長野分館,2007(平成19),507,"8,294"
052124,秋田県,大仙市,中仙地域,長野分館,2008(平成20),726,"7,290"
052124,秋田県,大仙市,中仙地域,長野分館,2009(平成21),755,"9,264"
052124,秋田県,大仙市,中仙地域,長野分館,2010(平成22),714,"7,904"
052124,秋田県,大仙市,中仙地域,長野分館,2011(平成23),700,"9,033"
052124,秋田県,大仙市,中仙地域,長野分館,2012(平成24),708,855
052124,秋田県,大仙市,中仙地域,長野分館,2013(平成25),644,"6,455"
052124,秋田県,大仙市,中仙地域,長野分館,2014(平成26),630,"7,058"
052124,秋田県,大仙市,中仙地域,長野分館,2015(平成27),683,"7,367"
052124,秋田県,大仙市,中仙地域,長野分館,2016(平成28),659,"6,899"
052124,秋田県,大仙市,中仙地域,長野分館,2017(平成29),621,"6,536"
052124,秋田県,大仙市,中仙地域,長野分館,2006(平成30),524,"6,662"
052124,秋田県,大仙市,中仙地域,長野分館,2019(令和1）,442,"5,468"
052124,秋田県,大仙市,中仙地域,長野分館,2020(令和2）,296,"2,735"
052124,秋田県,大仙市,中仙地域,長野分館,2021(令和3）,301,"2,613"
052124,秋田県,大仙市,中仙地域,鴬野分館,1991(平成3),251,"8,401"
052124,秋田県,大仙市,中仙地域,鴬野分館,1992(平成4),215,"5,334"
052124,秋田県,大仙市,中仙地域,鴬野分館,1993(平成5),179,"5,088"
052124,秋田県,大仙市,中仙地域,鴬野分館,1994(平成6),177,"4,328"
052124,秋田県,大仙市,中仙地域,鴬野分館,1995(平成7),163,"5,999"
052124,秋田県,大仙市,中仙地域,鴬野分館,1996(平成8),167,"4,064"
052124,秋田県,大仙市,中仙地域,鴬野分館,1997(平成9),169,"4,447"
052124,秋田県,大仙市,中仙地域,鴬野分館,1998(平成10),161,"4,370"
052124,秋田県,大仙市,中仙地域,鴬野分館,1999(平成11),186,"3,355"
052124,秋田県,大仙市,中仙地域,鴬野分館,2000(平成12),127,"2,808"
052124,秋田県,大仙市,中仙地域,鴬野分館,2001(平成13),125,"3,280"
052124,秋田県,大仙市,中仙地域,鴬野分館,2002(平成14),101,"1,885"
052124,秋田県,大仙市,中仙地域,鴬野分館,2003(平成15),272,"3,128"
052124,秋田県,大仙市,中仙地域,鴬野分館,2004(平成16),215,"3,805"
052124,秋田県,大仙市,中仙地域,鴬野分館,2005(平成17),87,"3,940"
052124,秋田県,大仙市,中仙地域,鴬野分館,2006(平成18),338,"4,540"
052124,秋田県,大仙市,中仙地域,鴬野分館,2007(平成19),323,"5,062"
052124,秋田県,大仙市,中仙地域,鴬野分館,2008(平成20),362,"4,226"
052124,秋田県,大仙市,中仙地域,鴬野分館,2009(平成21),413,"6,594"
052124,秋田県,大仙市,中仙地域,鴬野分館,2010(平成22),373,"5,528"
052124,秋田県,大仙市,中仙地域,鴬野分館,2011(平成23),398,"5,381"
052124,秋田県,大仙市,中仙地域,鴬野分館,2012(平成24),378,"5,194"
052124,秋田県,大仙市,中仙地域,鴬野分館,2013(平成25),359,"5,391"
052124,秋田県,大仙市,中仙地域,鴬野分館,2014(平成26),317,"3,863"
052124,秋田県,大仙市,中仙地域,鴬野分館,2015(平成27),297,"3,972"
052124,秋田県,大仙市,中仙地域,鴬野分館,2016(平成28),341,"4,632"
052124,秋田県,大仙市,中仙地域,鴬野分館,2017(平成29),326,"4,341"
052124,秋田県,大仙市,中仙地域,鴬野分館,2006(平成30),324,"3,765"
052124,秋田県,大仙市,中仙地域,鴬野分館,2019(令和1）,310,"3,542"
052124,秋田県,大仙市,中仙地域,鴬野分館,2020(令和2）,248,"2,277"
052124,秋田県,大仙市,中仙地域,鴬野分館,2021(令和3）,243,"3,094"
052124,秋田県,大仙市,中仙地域,清水分館,1991(平成3),-,-
052124,秋田県,大仙市,中仙地域,清水分館,1992(平成4),-,-
052124,秋田県,大仙市,中仙地域,清水分館,1993(平成5),651,"12,774"
052124,秋田県,大仙市,中仙地域,清水分館,1994(平成6),439,"7,857"
052124,秋田県,大仙市,中仙地域,清水分館,1995(平成7),389,"7,209"
052124,秋田県,大仙市,中仙地域,清水分館,1996(平成8),375,"5,397"
052124,秋田県,大仙市,中仙地域,清水分館,1997(平成9),411,"6,808"
052124,秋田県,大仙市,中仙地域,清水分館,1998(平成10),461,"5,102"
052124,秋田県,大仙市,中仙地域,清水分館,1999(平成11),350,"5,934"
052124,秋田県,大仙市,中仙地域,清水分館,2000(平成12),480,"7,200"
052124,秋田県,大仙市,中仙地域,清水分館,2001(平成13),460,"7,915"
052124,秋田県,大仙市,中仙地域,清水分館,2002(平成14),467,"8,069"
052124,秋田県,大仙市,中仙地域,清水分館,2003(平成15),466,"7,269"
052124,秋田県,大仙市,中仙地域,清水分館,2004(平成16),556,"9,302"
052124,秋田県,大仙市,中仙地域,清水分館,2005(平成17),553,"10,641"
052124,秋田県,大仙市,中仙地域,清水分館,2006(平成18),526,"7,766"
052124,秋田県,大仙市,中仙地域,清水分館,2007(平成19),538,"9,876"
052124,秋田県,大仙市,中仙地域,清水分館,2008(平成20),543,"8,022"
052124,秋田県,大仙市,中仙地域,清水分館,2009(平成21),631,"11,707"
052124,秋田県,大仙市,中仙地域,清水分館,2010(平成22),602,"7,051"
052124,秋田県,大仙市,中仙地域,清水分館,2011(平成23),513,"7,731"
052124,秋田県,大仙市,中仙地域,清水分館,2012(平成24),457,"7,437"
052124,秋田県,大仙市,中仙地域,清水分館,2013(平成25),511,"7,363"
052124,秋田県,大仙市,中仙地域,清水分館,2014(平成26),458,"6,973"
052124,秋田県,大仙市,中仙地域,清水分館,2015(平成27),479,"7,220"
052124,秋田県,大仙市,中仙地域,清水分館,2016(平成28),484,"6,783"
052124,秋田県,大仙市,中仙地域,清水分館,2017(平成29),502,"7,874"
052124,秋田県,大仙市,中仙地域,清水分館,2006(平成30),529,"7,400"
052124,秋田県,大仙市,中仙地域,清水分館,2019(令和1）,479,"7,034"
052124,秋田県,大仙市,中仙地域,清水分館,2020(令和2）,482,"6,554"
052124,秋田県,大仙市,中仙地域,清水分館,2021(令和3）,475,"6,343"
052124,秋田県,大仙市,中仙地域,豊川分館,1991(平成3),135,"4,228"
052124,秋田県,大仙市,中仙地域,豊川分館,1992(平成4),171,"4,258"
052124,秋田県,大仙市,中仙地域,豊川分館,1993(平成5),173,"5,095"
052124,秋田県,大仙市,中仙地域,豊川分館,1994(平成6),200,"4,791"
052124,秋田県,大仙市,中仙地域,豊川分館,1995(平成7),172,"5,383"
052124,秋田県,大仙市,中仙地域,豊川分館,1996(平成8),173,"4,286"
052124,秋田県,大仙市,中仙地域,豊川分館,1997(平成9),201,"3,653"
052124,秋田県,大仙市,中仙地域,豊川分館,1998(平成10),194,"3,902"
052124,秋田県,大仙市,中仙地域,豊川分館,1999(平成11),208,"4,034"
052124,秋田県,大仙市,中仙地域,豊川分館,2000(平成12),219,"4,740"
052124,秋田県,大仙市,中仙地域,豊川分館,2001(平成13),220,"4,661"
052124,秋田県,大仙市,中仙地域,豊川分館,2002(平成14),289,"4,637"
052124,秋田県,大仙市,中仙地域,豊川分館,2003(平成15),318,"5,181"
052124,秋田県,大仙市,中仙地域,豊川分館,2004(平成16),331,"5,091"
052124,秋田県,大仙市,中仙地域,豊川分館,2005(平成17),342,"7,225"
052124,秋田県,大仙市,中仙地域,豊川分館,2006(平成18),689,"8,537"
052124,秋田県,大仙市,中仙地域,豊川分館,2007(平成19),776,"9,522"
052124,秋田県,大仙市,中仙地域,豊川分館,2008(平成20),605,"6,748"
052124,秋田県,大仙市,中仙地域,豊川分館,2009(平成21),510,"6,815"
052124,秋田県,大仙市,中仙地域,豊川分館,2010(平成22),372,"4,682"
052124,秋田県,大仙市,中仙地域,豊川分館,2011(平成23),289,"2,792"
052124,秋田県,大仙市,中仙地域,豊川分館,2012(平成24),351,"5,459"
052124,秋田県,大仙市,中仙地域,豊川分館,2013(平成25),192,"5,085"
052124,秋田県,大仙市,中仙地域,豊川分館,2014(平成26),198,"3,118"
052124,秋田県,大仙市,中仙地域,豊川分館,2015(平成27),226,"3,099"
052124,秋田県,大仙市,中仙地域,豊川分館,2016(平成28),222,"2,827"
052124,秋田県,大仙市,中仙地域,豊川分館,2017(平成29),424,"5,482"
052124,秋田県,大仙市,中仙地域,豊川分館,2006(平成30),467,"3,867"
052124,秋田県,大仙市,中仙地域,豊川分館,2019(令和1）,286,"2,384"
052124,秋田県,大仙市,中仙地域,豊川分館,2020(令和2）,175,"1,138"
052124,秋田県,大仙市,中仙地域,豊川分館,2021(令和3）,169,"2,046"
052124,秋田県,大仙市,中仙地域,豊岡分館,1991(平成3),175,"3,741"
052124,秋田県,大仙市,中仙地域,豊岡分館,1992(平成4),182,"3,874"
052124,秋田県,大仙市,中仙地域,豊岡分館,1993(平成5),171,"3,938"
052124,秋田県,大仙市,中仙地域,豊岡分館,1994(平成6),182,"3,854"
052124,秋田県,大仙市,中仙地域,豊岡分館,1995(平成7),193,"4,234"
052124,秋田県,大仙市,中仙地域,豊岡分館,1996(平成8),293,"9,838"
052124,秋田県,大仙市,中仙地域,豊岡分館,1997(平成9),349,"10,980"
052124,秋田県,大仙市,中仙地域,豊岡分館,1998(平成10),351,"11,720"
052124,秋田県,大仙市,中仙地域,豊岡分館,1999(平成11),360,"11,980"
052124,秋田県,大仙市,中仙地域,豊岡分館,2000(平成12),348,"11,850"
052124,秋田県,大仙市,中仙地域,豊岡分館,2001(平成13),352,"12,450"
052124,秋田県,大仙市,中仙地域,豊岡分館,2002(平成14),360,"11,650"
052124,秋田県,大仙市,中仙地域,豊岡分館,2003(平成15),345,"12,606"
052124,秋田県,大仙市,中仙地域,豊岡分館,2004(平成16),351,"10,082"
052124,秋田県,大仙市,中仙地域,豊岡分館,2005(平成17),342,"12,457"
052124,秋田県,大仙市,中仙地域,豊岡分館,2006(平成18),292,"9,894"
052124,秋田県,大仙市,中仙地域,豊岡分館,2007(平成19),304,"11,501"
052124,秋田県,大仙市,中仙地域,豊岡分館,2008(平成20),291,"10,110"
052124,秋田県,大仙市,中仙地域,豊岡分館,2009(平成21),295,"18,291"
052124,秋田県,大仙市,中仙地域,豊岡分館,2010(平成22),282,"10,557"
052124,秋田県,大仙市,中仙地域,豊岡分館,2011(平成23),269,"10,932"
052124,秋田県,大仙市,中仙地域,豊岡分館,2012(平成24),233,"12,837"
052124,秋田県,大仙市,中仙地域,豊岡分館,2013(平成25),206,"13,050"
052124,秋田県,大仙市,中仙地域,豊岡分館,2014(平成26),187,"9,320"
052124,秋田県,大仙市,中仙地域,豊岡分館,2015(平成27),158,"10,919"
052124,秋田県,大仙市,中仙地域,豊岡分館,2016(平成28),198,"10,137"
052124,秋田県,大仙市,中仙地域,豊岡分館,2017(平成29),185,"10,279"
052124,秋田県,大仙市,中仙地域,豊岡分館,2006(平成30),219,"8,245"
052124,秋田県,大仙市,中仙地域,豊岡分館,2019(令和1）,175,"7,624"
052124,秋田県,大仙市,中仙地域,豊岡分館,2020(令和2）,190,"2,556"
052124,秋田県,大仙市,中仙地域,豊岡分館,2021(令和3）,194,"3,239"
052124,秋田県,大仙市,協和地域,協和公民館,1999(平成11),700,"27,583"
052124,秋田県,大仙市,協和地域,協和公民館,2000(平成12),915,"15,759"
052124,秋田県,大仙市,協和地域,協和公民館,2001(平成13),966,"13,321"
052124,秋田県,大仙市,協和地域,協和公民館,2002(平成14),"1,194","22,459"
052124,秋田県,大仙市,協和地域,協和公民館,2003(平成15),"1,459","39,063"
052124,秋田県,大仙市,協和地域,協和公民館,2004(平成16),"1,272","35,620"
052124,秋田県,大仙市,協和地域,協和公民館,2005(平成17),899,"30,774"
052124,秋田県,大仙市,協和地域,協和公民館,2006(平成18),903,"22,963"
052124,秋田県,大仙市,協和地域,協和公民館,2007(平成19),"1,004","26,844"
052124,秋田県,大仙市,協和地域,協和公民館,2008(平成20),972,"26,984"
052124,秋田県,大仙市,協和地域,協和公民館,2009(平成21),982,"24,851"
052124,秋田県,大仙市,協和地域,協和公民館,2010(平成22),950,"25,699"
052124,秋田県,大仙市,協和地域,協和公民館,2011(平成23),"1,012","28,284"
052124,秋田県,大仙市,協和地域,協和公民館,2012(平成24),915,"25,649"
052124,秋田県,大仙市,協和地域,協和公民館,2013(平成25),987,"27,040"
052124,秋田県,大仙市,協和地域,協和公民館,2014(平成26),"1,030","32,717"
052124,秋田県,大仙市,協和地域,協和公民館,2015(平成27),951,"28,219"
052124,秋田県,大仙市,協和地域,協和公民館,2016(平成28),963,"30,219"
052124,秋田県,大仙市,協和地域,協和公民館,2017(平成29),966,"28,491"
052124,秋田県,大仙市,協和地域,協和公民館,2006(平成30),955,"21,057"
052124,秋田県,大仙市,協和地域,協和公民館,2019(令和1）,807,"22,432"
052124,秋田県,大仙市,協和地域,協和公民館,2020(令和2）,443,"5,484"
052124,秋田県,大仙市,協和地域,協和公民館,2021(令和3）,498,"23,974"
052124,秋田県,大仙市,協和地域,峰吉川分館,1999(平成11),-,-
052124,秋田県,大仙市,協和地域,峰吉川分館,2000(平成12),-,-
052124,秋田県,大仙市,協和地域,峰吉川分館,2001(平成13),-,-
052124,秋田県,大仙市,協和地域,峰吉川分館,2002(平成14),-,-
052124,秋田県,大仙市,協和地域,峰吉川分館,2003(平成15),-,-
052124,秋田県,大仙市,協和地域,峰吉川分館,2004(平成16),-,-
052124,秋田県,大仙市,協和地域,峰吉川分館,2005(平成17),-,-
052124,秋田県,大仙市,協和地域,峰吉川分館,2006(平成18),-,-
052124,秋田県,大仙市,協和地域,峰吉川分館,2007(平成19),-,-
052124,秋田県,大仙市,協和地域,峰吉川分館,2008(平成20),-,-
052124,秋田県,大仙市,協和地域,峰吉川分館,2009(平成21),-,-
052124,秋田県,大仙市,協和地域,峰吉川分館,2010(平成22),-,-
052124,秋田県,大仙市,協和地域,峰吉川分館,2011(平成23),243,"3,453"
052124,秋田県,大仙市,協和地域,峰吉川分館,2012(平成24),242,"3,303"
052124,秋田県,大仙市,協和地域,峰吉川分館,2013(平成25),233,"3,175"
052124,秋田県,大仙市,協和地域,峰吉川分館,2014(平成26),222,"3,037"
052124,秋田県,大仙市,協和地域,峰吉川分館,2015(平成27),234,"3,118"
052124,秋田県,大仙市,協和地域,峰吉川分館,2016(平成28),252,"3,053"
052124,秋田県,大仙市,協和地域,峰吉川分館,2017(平成29),228,"3,514"
052124,秋田県,大仙市,協和地域,峰吉川分館,2006(平成30),219,"3,070"
052124,秋田県,大仙市,協和地域,峰吉川分館,2019(令和1）,131,"2,075"
052124,秋田県,大仙市,協和地域,峰吉川分館,2020(令和2）,98,696
052124,秋田県,大仙市,協和地域,峰吉川分館,2021(令和3）,106,988
052124,秋田県,大仙市,協和地域,船岡分館,1999(平成11),-,-
052124,秋田県,大仙市,協和地域,船岡分館,2000(平成12),-,-
052124,秋田県,大仙市,協和地域,船岡分館,2001(平成13),-,-
052124,秋田県,大仙市,協和地域,船岡分館,2002(平成14),-,-
052124,秋田県,大仙市,協和地域,船岡分館,2003(平成15),-,-
052124,秋田県,大仙市,協和地域,船岡分館,2004(平成16),-,-
052124,秋田県,大仙市,協和地域,船岡分館,2005(平成17),-,-
052124,秋田県,大仙市,協和地域,船岡分館,2006(平成18),-,-
052124,秋田県,大仙市,協和地域,船岡分館,2007(平成19),-,-
052124,秋田県,大仙市,協和地域,船岡分館,2008(平成20),-,-
052124,秋田県,大仙市,協和地域,船岡分館,2009(平成21),-,-
052124,秋田県,大仙市,協和地域,船岡分館,2010(平成22),-,-
052124,秋田県,大仙市,協和地域,船岡分館,2011(平成23),34,685
052124,秋田県,大仙市,協和地域,船岡分館,2012(平成24),25,448
052124,秋田県,大仙市,協和地域,船岡分館,2013(平成25),19,398
052124,秋田県,大仙市,協和地域,船岡分館,2014(平成26),25,591
052124,秋田県,大仙市,協和地域,船岡分館,2015(平成27),18,401
052124,秋田県,大仙市,協和地域,船岡分館,2016(平成28),26,438
052124,秋田県,大仙市,協和地域,船岡分館,2017(平成29),25,420
052124,秋田県,大仙市,協和地域,船岡分館,2006(平成30),45,729
052124,秋田県,大仙市,協和地域,船岡分館,2019(令和1）,62,873
052124,秋田県,大仙市,協和地域,船岡分館,2020(令和2）,36,413
052124,秋田県,大仙市,協和地域,船岡分館,2021(令和3）,37,497
052124,秋田県,大仙市,協和地域,淀川分館,1999(平成11),-,-
052124,秋田県,大仙市,協和地域,淀川分館,2000(平成12),-,-
052124,秋田県,大仙市,協和地域,淀川分館,2001(平成13),-,-
052124,秋田県,大仙市,協和地域,淀川分館,2002(平成14),-,-
052124,秋田県,大仙市,協和地域,淀川分館,2003(平成15),-,-
052124,秋田県,大仙市,協和地域,淀川分館,2004(平成16),-,-
052124,秋田県,大仙市,協和地域,淀川分館,2005(平成17),-,-
052124,秋田県,大仙市,協和地域,淀川分館,2006(平成18),-,-
052124,秋田県,大仙市,協和地域,淀川分館,2007(平成19),-,-
052124,秋田県,大仙市,協和地域,淀川分館,2008(平成20),-,-
052124,秋田県,大仙市,協和地域,淀川分館,2009(平成21),-,-
052124,秋田県,大仙市,協和地域,淀川分館,2010(平成22),129,"2,460"
052124,秋田県,大仙市,協和地域,淀川分館,2011(平成23),125,"2,263"
052124,秋田県,大仙市,協和地域,淀川分館,2012(平成24),81,"1,631"
052124,秋田県,大仙市,協和地域,淀川分館,2013(平成25),113,"2,276"
052124,秋田県,大仙市,協和地域,淀川分館,2014(平成26),104,"2,155"
052124,秋田県,大仙市,協和地域,淀川分館,2015(平成27),85,"2,011"
052124,秋田県,大仙市,協和地域,淀川分館,2016(平成28),93,"2,161"
052124,秋田県,大仙市,協和地域,淀川分館,2017(平成29),108,"2,397"
052124,秋田県,大仙市,協和地域,淀川分館,2006(平成30),133,"2,541"
052124,秋田県,大仙市,協和地域,淀川分館,2019(令和1）,128,"2,404"
052124,秋田県,大仙市,協和地域,淀川分館,2020(令和2）,58,850
052124,秋田県,大仙市,協和地域,淀川分館,2021(令和3）,55,774
052124,秋田県,大仙市,南外地域,南外公民館,1999(平成11),156,"2,439"
052124,秋田県,大仙市,南外地域,南外公民館,2000(平成12),241,"3,872"
052124,秋田県,大仙市,南外地域,南外公民館,2001(平成13),233,"4,929"
052124,秋田県,大仙市,南外地域,南外公民館,2002(平成14),95,"3,971"
052124,秋田県,大仙市,南外地域,南外公民館,2003(平成15),331,"4,372"
052124,秋田県,大仙市,南外地域,南外公民館,2004(平成16),293,"4,006"
052124,秋田県,大仙市,南外地域,南外公民館,2005(平成17),271,"3,830"
052124,秋田県,大仙市,南外地域,南外公民館,2006(平成18),295,"4,076"
052124,秋田県,大仙市,南外地域,南外公民館,2007(平成19),303,"4,549"
052124,秋田県,大仙市,南外地域,南外公民館,2008(平成20),270,"4,283"
052124,秋田県,大仙市,南外地域,南外公民館,2009(平成21),269,"3,861"
052124,秋田県,大仙市,南外地域,南外公民館,2010(平成22),325,"4,173"
052124,秋田県,大仙市,南外地域,南外公民館,2011(平成23),260,"3,452"
052124,秋田県,大仙市,南外地域,南外公民館,2012(平成24),259,"3,477"
052124,秋田県,大仙市,南外地域,南外公民館,2013(平成25),198,"3,424"
052124,秋田県,大仙市,南外地域,南外公民館,2014(平成26),375,"4,117"
052124,秋田県,大仙市,南外地域,南外公民館,2015(平成27),430,"4,207"
052124,秋田県,大仙市,南外地域,南外公民館,2016(平成28),309,"3,547"
052124,秋田県,大仙市,南外地域,南外公民館,2017(平成29),276,"3,505"
052124,秋田県,大仙市,南外地域,南外公民館,2006(平成30),345,"4,189"
052124,秋田県,大仙市,南外地域,南外公民館,2019(令和1）,244,"3,404"
052124,秋田県,大仙市,南外地域,南外公民館,2020(令和2）,96,652
052124,秋田県,大仙市,南外地域,南外公民館,2021(令和3）,84,654
052124,秋田県,大仙市,仙北地域,仙北公民館,1995(平成7),-,"7,059"
052124,秋田県,大仙市,仙北地域,仙北公民館,1996(平成8),-,"6,686"
052124,秋田県,大仙市,仙北地域,仙北公民館,1997(平成9),-,"8,686"
052124,秋田県,大仙市,仙北地域,仙北公民館,1998(平成10),-,"9,625"
052124,秋田県,大仙市,仙北地域,仙北公民館,1999(平成11),-,"10,447"
052124,秋田県,大仙市,仙北地域,仙北公民館,2000(平成12),-,"16,286"
052124,秋田県,大仙市,仙北地域,仙北公民館,2001(平成13),-,"16,372"
052124,秋田県,大仙市,仙北地域,仙北公民館,2002(平成14),-,"17,419"
052124,秋田県,大仙市,仙北地域,仙北公民館,2003(平成15),-,"70,486"
052124,秋田県,大仙市,仙北地域,仙北公民館,2004(平成16),-,"36,797"
052124,秋田県,大仙市,仙北地域,仙北公民館,2005(平成17),-,"27,556"
052124,秋田県,大仙市,仙北地域,仙北公民館,2006(平成18),-,"19,429"
052124,秋田県,大仙市,仙北地域,仙北公民館,2007(平成19),-,"33,088"
052124,秋田県,大仙市,仙北地域,仙北公民館,2008(平成20),-,"28,695"
052124,秋田県,大仙市,仙北地域,仙北公民館,2009(平成21),-,"22,265"
052124,秋田県,大仙市,仙北地域,仙北公民館,2010(平成22),-,"19,553"
052124,秋田県,大仙市,仙北地域,仙北公民館,2011(平成23),-,"40,214"
052124,秋田県,大仙市,仙北地域,仙北公民館,2012(平成24),-,"28,522"
052124,秋田県,大仙市,仙北地域,仙北公民館,2013(平成25),-,"24,976"
052124,秋田県,大仙市,仙北地域,仙北公民館,2014(平成26),-,"24,499"
052124,秋田県,大仙市,仙北地域,仙北公民館,2015(平成27),-,"25,025"
052124,秋田県,大仙市,仙北地域,仙北公民館,2016(平成28),-,"24,273"
052124,秋田県,大仙市,仙北地域,仙北公民館,2017(平成29),"1,318","24,804"
052124,秋田県,大仙市,仙北地域,仙北公民館,2006(平成30),"1,719","24,252"
052124,秋田県,大仙市,仙北地域,仙北公民館,2019(令和1）,"1,657","22,013"
052124,秋田県,大仙市,仙北地域,仙北公民館,2020(令和2）,899,"15,169"
052124,秋田県,大仙市,仙北地域,仙北公民館,2021(令和3）,"1,068","8,355"
052124,秋田県,大仙市,太田地域,太田公民館,2000(平成12),870,"9,677"
052124,秋田県,大仙市,太田地域,太田公民館,2001(平成13),"1,677","12,707"
052124,秋田県,大仙市,太田地域,太田公民館,2002(平成14),"1,833","14,948"
052124,秋田県,大仙市,太田地域,太田公民館,2003(平成15),"2,120","14,751"
052124,秋田県,大仙市,太田地域,太田公民館,2004(平成16),"2,171","14,203"
052124,秋田県,大仙市,太田地域,太田公民館,2005(平成17),"2,243","15,599"
052124,秋田県,大仙市,太田地域,太田公民館,2006(平成18),"2,917","16,925"
052124,秋田県,大仙市,太田地域,太田公民館,2007(平成19),"2,807","19,071"
052124,秋田県,大仙市,太田地域,太田公民館,2008(平成20),"2,823","18,681"
052124,秋田県,大仙市,太田地域,太田公民館,2009(平成21),"1,947","17,148"
052124,秋田県,大仙市,太田地域,太田公民館,2010(平成22),"1,368","15,576"
052124,秋田県,大仙市,太田地域,太田公民館,2011(平成23),"1,086","14,724"
