市町村コード,都道府県名,市町村名,地域,年度,区分,施設名,利用者数（人）,補足
052124,秋田県,大仙市,神岡地域,2014(平成26）,野球場,中川原グラウンド,"3,963",
052124,秋田県,大仙市,神岡地域,2015(平成27）,野球場,中川原グラウンド,"4,268",
052124,秋田県,大仙市,神岡地域,2016(平成28）,野球場,中川原グラウンド,"4,208",
052124,秋田県,大仙市,神岡地域,2017(平成29）,野球場,中川原グラウンド,"2,693",
052124,秋田県,大仙市,神岡地域,2018(平成30）,野球場,中川原グラウンド,885,
052124,秋田県,大仙市,神岡地域,2019(令和1）,野球場,中川原グラウンド,"3,452",
052124,秋田県,大仙市,神岡地域,2020(令和2）,野球場,中川原グラウンド,"1,803",
052124,秋田県,大仙市,神岡地域,2021(令和3）,野球場,中川原グラウンド,"2,069",
052124,秋田県,大仙市,神岡地域,2006(平成18）,野球場,太平健康広場,-,データなし
052124,秋田県,大仙市,神岡地域,2007(平成19）,野球場,太平健康広場,-,データなし
052124,秋田県,大仙市,神岡地域,2008(平成20）,野球場,太平健康広場,-,データなし
052124,秋田県,大仙市,神岡地域,2009(平成21）,野球場,太平健康広場,379,
052124,秋田県,大仙市,神岡地域,2010(平成22）,野球場,太平健康広場,"1,363",
052124,秋田県,大仙市,神岡地域,2011(平成23）,野球場,太平健康広場,"2,180",
052124,秋田県,大仙市,神岡地域,2012(平成24）,野球場,太平健康広場,"2,620",
052124,秋田県,大仙市,神岡地域,2013(平成25）,野球場,太平健康広場,"1,520",
052124,秋田県,大仙市,神岡地域,2014(平成26）,野球場,太平健康広場,"1,412",
052124,秋田県,大仙市,神岡地域,2015(平成27）,野球場,太平健康広場,"1,270",
052124,秋田県,大仙市,神岡地域,2016(平成28）,野球場,太平健康広場,"1,111",
052124,秋田県,大仙市,神岡地域,2017(平成29）,野球場,太平健康広場,"1,100",
052124,秋田県,大仙市,神岡地域,2018(平成30）,野球場,太平健康広場,"1,850",
052124,秋田県,大仙市,神岡地域,2019(令和1）,野球場,太平健康広場,"1,179",
052124,秋田県,大仙市,神岡地域,2020(令和2）,野球場,太平健康広場,846,
052124,秋田県,大仙市,神岡地域,2021(令和3）,野球場,太平健康広場,405,
052124,秋田県,大仙市,神岡地域,2006(平成18）,体育館,神岡体育館,"20,392",
052124,秋田県,大仙市,神岡地域,2007(平成19）,体育館,神岡体育館,"19,985",
052124,秋田県,大仙市,神岡地域,2008(平成20）,体育館,神岡体育館,"15,018",
052124,秋田県,大仙市,神岡地域,2009(平成21）,体育館,神岡体育館,"15,405",
052124,秋田県,大仙市,神岡地域,2010(平成22）,体育館,神岡体育館,"19,174",
052124,秋田県,大仙市,神岡地域,2011(平成23）,体育館,神岡体育館,"14,763",
052124,秋田県,大仙市,神岡地域,2012(平成24）,体育館,神岡体育館,"13,991",
052124,秋田県,大仙市,神岡地域,2013(平成25）,体育館,神岡体育館,"15,091",
052124,秋田県,大仙市,神岡地域,2014(平成26）,体育館,神岡体育館,"14,129",
052124,秋田県,大仙市,神岡地域,2015(平成27）,体育館,神岡体育館,"15,584",
052124,秋田県,大仙市,神岡地域,2016(平成28）,体育館,神岡体育館,"15,015",
052124,秋田県,大仙市,神岡地域,2017(平成29）,体育館,神岡体育館,"15,055",
052124,秋田県,大仙市,神岡地域,2018(平成30）,体育館,神岡体育館,"14,163",
052124,秋田県,大仙市,神岡地域,2019(令和1）,体育館,神岡体育館,"13,027",
052124,秋田県,大仙市,神岡地域,2020(令和2）,体育館,神岡体育館,"13,287",
052124,秋田県,大仙市,神岡地域,2021(令和3）,体育館,神岡体育館,"13,105",
052124,秋田県,大仙市,神岡地域,2006(平成18）,テニスコート,神岡テニスコート,"4,161",
052124,秋田県,大仙市,神岡地域,2007(平成19）,テニスコート,神岡テニスコート,"7,617",
052124,秋田県,大仙市,神岡地域,2008(平成20）,テニスコート,神岡テニスコート,"10,097",
052124,秋田県,大仙市,神岡地域,2009(平成21）,テニスコート,神岡テニスコート,"9,544",
052124,秋田県,大仙市,神岡地域,2010(平成22）,テニスコート,神岡テニスコート,"10,972",
052124,秋田県,大仙市,神岡地域,2011(平成23）,テニスコート,神岡テニスコート,"9,852",
052124,秋田県,大仙市,神岡地域,2012(平成24）,テニスコート,神岡テニスコート,"10,609",
052124,秋田県,大仙市,神岡地域,2013(平成25）,テニスコート,神岡テニスコート,"10,268",
052124,秋田県,大仙市,神岡地域,2014(平成26）,テニスコート,神岡テニスコート,"9,099",
052124,秋田県,大仙市,神岡地域,2015(平成27）,テニスコート,神岡テニスコート,"8,236",
052124,秋田県,大仙市,神岡地域,2016(平成28）,テニスコート,神岡テニスコート,"7,055",
052124,秋田県,大仙市,神岡地域,2017(平成29）,テニスコート,神岡テニスコート,"6,495",
052124,秋田県,大仙市,神岡地域,2018(平成30）,テニスコート,神岡テニスコート,"7,553",
052124,秋田県,大仙市,神岡地域,2019(令和1）,テニスコート,神岡テニスコート,"7,994",
052124,秋田県,大仙市,神岡地域,2020(令和2）,テニスコート,神岡テニスコート,"6,833",
052124,秋田県,大仙市,神岡地域,2021(令和3）,テニスコート,神岡テニスコート,"6,285",
052124,秋田県,大仙市,神岡地域,2006(平成18）,屋内多目的運動場,嶽ドーム,"10,326",
052124,秋田県,大仙市,神岡地域,2007(平成19）,屋内多目的運動場,嶽ドーム,"20,558",
052124,秋田県,大仙市,神岡地域,2008(平成20）,屋内多目的運動場,嶽ドーム,"18,918",
052124,秋田県,大仙市,神岡地域,2009(平成21）,屋内多目的運動場,嶽ドーム,"13,572",
052124,秋田県,大仙市,神岡地域,2010(平成22）,屋内多目的運動場,嶽ドーム,"18,250",
052124,秋田県,大仙市,神岡地域,2011(平成23）,屋内多目的運動場,嶽ドーム,"19,140",
052124,秋田県,大仙市,神岡地域,2012(平成24）,屋内多目的運動場,嶽ドーム,"18,614",
052124,秋田県,大仙市,神岡地域,2013(平成25）,屋内多目的運動場,嶽ドーム,"21,462",
052124,秋田県,大仙市,神岡地域,2014(平成26）,屋内多目的運動場,嶽ドーム,"20,074",
052124,秋田県,大仙市,神岡地域,2015(平成27）,屋内多目的運動場,嶽ドーム,"19,970",
052124,秋田県,大仙市,神岡地域,2016(平成28）,屋内多目的運動場,嶽ドーム,"18,947",
052124,秋田県,大仙市,神岡地域,2017(平成29）,屋内多目的運動場,嶽ドーム,"16,449",
052124,秋田県,大仙市,神岡地域,2018(平成30）,屋内多目的運動場,嶽ドーム,"17,225",
052124,秋田県,大仙市,神岡地域,2019(令和1）,屋内多目的運動場,嶽ドーム,"14,336",
052124,秋田県,大仙市,神岡地域,2020(令和2）,屋内多目的運動場,嶽ドーム,"14,267",
052124,秋田県,大仙市,神岡地域,2021(令和3）,屋内多目的運動場,嶽ドーム,"13,379",
052124,秋田県,大仙市,神岡地域,2006(平成18）,グラウンド・ゴルフ場,中川原運動公園,"9,682",
052124,秋田県,大仙市,神岡地域,2007(平成19）,グラウンド・ゴルフ場,中川原運動公園,"9,708",
052124,秋田県,大仙市,神岡地域,2008(平成20）,グラウンド・ゴルフ場,中川原運動公園,"10,094",
052124,秋田県,大仙市,神岡地域,2009(平成21）,グラウンド・ゴルフ場,中川原運動公園,"8,256",
052124,秋田県,大仙市,神岡地域,2010(平成22）,グラウンド・ゴルフ場,中川原運動公園,"8,845",
052124,秋田県,大仙市,神岡地域,2011(平成23）,グラウンド・ゴルフ場,中川原運動公園,"7,787",
052124,秋田県,大仙市,神岡地域,2012(平成24）,グラウンド・ゴルフ場,中川原運動公園,"7,558",
052124,秋田県,大仙市,神岡地域,2013(平成25）,グラウンド・ゴルフ場,中川原運動公園,"7,304",
052124,秋田県,大仙市,神岡地域,2014(平成26）,グラウンド・ゴルフ場,中川原運動公園,"8,617",
052124,秋田県,大仙市,神岡地域,2015(平成27）,グラウンド・ゴルフ場,中川原運動公園,"8,904",
052124,秋田県,大仙市,神岡地域,2016(平成28）,グラウンド・ゴルフ場,中川原運動公園,"8,130",
052124,秋田県,大仙市,神岡地域,2017(平成29）,グラウンド・ゴルフ場,中川原運動公園,"6,060",
052124,秋田県,大仙市,神岡地域,2018(平成30）,グラウンド・ゴルフ場,中川原運動公園,"6,417",
052124,秋田県,大仙市,神岡地域,2019(令和1）,グラウンド・ゴルフ場,中川原運動公園,"6,857",
052124,秋田県,大仙市,神岡地域,2020(令和2）,グラウンド・ゴルフ場,中川原運動公園,"7,962",
052124,秋田県,大仙市,神岡地域,2021(令和3）,グラウンド・ゴルフ場,中川原運動公園,"7,772",
052124,秋田県,大仙市,神岡地域,2006(平成18）,サッカー場,中川原運動公園サッカー場,"2,990",
052124,秋田県,大仙市,神岡地域,2007(平成19）,サッカー場,中川原運動公園サッカー場,"6,005",
052124,秋田県,大仙市,神岡地域,2008(平成20）,サッカー場,中川原運動公園サッカー場,"4,640",
052124,秋田県,大仙市,神岡地域,2009(平成21）,サッカー場,中川原運動公園サッカー場,"1,213",
052124,秋田県,大仙市,神岡地域,2010(平成22）,サッカー場,中川原運動公園サッカー場,"3,031",
052124,秋田県,大仙市,神岡地域,2011(平成23）,サッカー場,中川原運動公園サッカー場,"3,487",
052124,秋田県,大仙市,神岡地域,2012(平成24）,サッカー場,中川原運動公園サッカー場,"2,486",
052124,秋田県,大仙市,神岡地域,2013(平成25）,サッカー場,中川原運動公園サッカー場,"2,676",
052124,秋田県,大仙市,神岡地域,2014(平成26）,サッカー場,中川原運動公園サッカー場,"1,885",
052124,秋田県,大仙市,神岡地域,2015(平成27）,サッカー場,中川原運動公園サッカー場,"2,836",
052124,秋田県,大仙市,神岡地域,2016(平成28）,サッカー場,中川原運動公園サッカー場,"2,832",
052124,秋田県,大仙市,神岡地域,2017(平成29）,サッカー場,中川原運動公園サッカー場,"1,341",
052124,秋田県,大仙市,神岡地域,2018(平成30）,サッカー場,中川原運動公園サッカー場,380,
052124,秋田県,大仙市,神岡地域,2019(令和1）,サッカー場,中川原運動公園サッカー場,"1,131",
052124,秋田県,大仙市,神岡地域,2020(令和2）,サッカー場,中川原運動公園サッカー場,"1,459",
052124,秋田県,大仙市,神岡地域,2021(令和3）,サッカー場,中川原運動公園サッカー場,"1,640",
052124,秋田県,大仙市,神岡地域,2006(平成18）,サッカー場,向堀野農村広場サッカー場,-,データなし
052124,秋田県,大仙市,神岡地域,2007(平成19）,サッカー場,向堀野農村広場サッカー場,-,データなし
052124,秋田県,大仙市,神岡地域,2008(平成20）,サッカー場,向堀野農村広場サッカー場,-,データなし
052124,秋田県,大仙市,神岡地域,2009(平成21）,サッカー場,向堀野農村広場サッカー場,"1,466",
052124,秋田県,大仙市,神岡地域,2010(平成22）,サッカー場,向堀野農村広場サッカー場,"3,437",
052124,秋田県,大仙市,神岡地域,2011(平成23）,サッカー場,向堀野農村広場サッカー場,"1,596",
052124,秋田県,大仙市,神岡地域,2012(平成24）,サッカー場,向堀野農村広場サッカー場,"2,270",
052124,秋田県,大仙市,神岡地域,2013(平成25）,サッカー場,向堀野農村広場サッカー場,"4,821",
052124,秋田県,大仙市,神岡地域,2014(平成26）,サッカー場,向堀野農村広場サッカー場,"6,422",
052124,秋田県,大仙市,神岡地域,2015(平成27）,サッカー場,向堀野農村広場サッカー場,"4,910",
052124,秋田県,大仙市,神岡地域,2016(平成28）,サッカー場,向堀野農村広場サッカー場,"8,098",
052124,秋田県,大仙市,神岡地域,2017(平成29）,サッカー場,向堀野農村広場サッカー場,"8,301",
052124,秋田県,大仙市,神岡地域,2018(平成30）,サッカー場,向堀野農村広場サッカー場,"6,995",
052124,秋田県,大仙市,神岡地域,2019(令和1）,サッカー場,向堀野農村広場サッカー場,"7,140",
052124,秋田県,大仙市,神岡地域,2020(令和2）,サッカー場,向堀野農村広場サッカー場,"5,997",
052124,秋田県,大仙市,神岡地域,2021(令和3）,サッカー場,向堀野農村広場サッカー場,"5,941",
052124,秋田県,大仙市,神岡地域,2006(平成18）,プール,B&G海洋センター,"3,461",
052124,秋田県,大仙市,神岡地域,2007(平成19）,プール,B&G海洋センター,"2,682",
052124,秋田県,大仙市,神岡地域,2008(平成20）,プール,B&G海洋センター,"2,880",
052124,秋田県,大仙市,神岡地域,2009(平成21）,プール,B&G海洋センター,"3,882",
052124,秋田県,大仙市,神岡地域,2010(平成22）,プール,B&G海洋センター,"4,197",
052124,秋田県,大仙市,神岡地域,2011(平成23）,プール,B&G海洋センター,"4,075",
052124,秋田県,大仙市,神岡地域,2012(平成24）,プール,B&G海洋センター,"4,163",
052124,秋田県,大仙市,神岡地域,2013(平成25）,プール,B&G海洋センター,"3,424",
052124,秋田県,大仙市,神岡地域,2014(平成26）,プール,B&G海洋センター,"3,725",
052124,秋田県,大仙市,神岡地域,2015(平成27）,プール,B&G海洋センター,"3,564",
052124,秋田県,大仙市,神岡地域,2016(平成28）,プール,B&G海洋センター,"3,320",
052124,秋田県,大仙市,神岡地域,2017(平成29）,プール,B&G海洋センター,"3,059",
052124,秋田県,大仙市,神岡地域,2018(平成30）,プール,B&G海洋センター,"3,374",
052124,秋田県,大仙市,神岡地域,2019(令和1）,プール,B&G海洋センター,"2,800",
052124,秋田県,大仙市,神岡地域,2020(令和2）,プール,B&G海洋センター,"2,247",
052124,秋田県,大仙市,神岡地域,2021(令和3）,プール,B&G海洋センター,"3,310",
052124,秋田県,大仙市,西仙北地域,2006(平成18）,野球場,西仙北緑地運動広場,"1,754",
052124,秋田県,大仙市,西仙北地域,2007(平成19）,野球場,西仙北緑地運動広場,"1,994",
052124,秋田県,大仙市,西仙北地域,2008(平成20）,野球場,西仙北緑地運動広場,"1,795",
052124,秋田県,大仙市,西仙北地域,2009(平成21）,野球場,西仙北緑地運動広場,"1,752",
052124,秋田県,大仙市,西仙北地域,2010(平成22）,野球場,西仙北緑地運動広場,"1,710",
052124,秋田県,大仙市,西仙北地域,2011(平成23）,野球場,西仙北緑地運動広場,"2,443",
052124,秋田県,大仙市,西仙北地域,2012(平成24）,野球場,西仙北緑地運動広場,"1,591",
052124,秋田県,大仙市,西仙北地域,2013(平成25）,野球場,西仙北緑地運動広場,"1,221",
052124,秋田県,大仙市,西仙北地域,2014(平成26）,野球場,西仙北緑地運動広場,"1,622",
052124,秋田県,大仙市,西仙北地域,2015(平成27）,野球場,西仙北緑地運動広場,"1,500",
052124,秋田県,大仙市,西仙北地域,2016(平成28）,野球場,西仙北緑地運動広場,"1,567",
052124,秋田県,大仙市,西仙北地域,2017(平成29）,野球場,西仙北緑地運動広場,"1,184",
052124,秋田県,大仙市,西仙北地域,2018(平成30）,野球場,西仙北緑地運動広場,"1,338",
052124,秋田県,大仙市,西仙北地域,2019(令和1）,野球場,西仙北緑地運動広場,"1,475",
052124,秋田県,大仙市,西仙北地域,2020(令和2）,野球場,西仙北緑地運動広場,557,
052124,秋田県,大仙市,西仙北地域,2021(令和3）,野球場,西仙北緑地運動広場,574,
052124,秋田県,大仙市,西仙北地域,2006(平成18）,体育館,西仙北スポーツセンター,"16,752",
052124,秋田県,大仙市,西仙北地域,2007(平成19）,体育館,西仙北スポーツセンター,"16,638",
052124,秋田県,大仙市,西仙北地域,2008(平成20）,体育館,西仙北スポーツセンター,"16,403",
052124,秋田県,大仙市,西仙北地域,2009(平成21）,体育館,西仙北スポーツセンター,"15,909",
052124,秋田県,大仙市,西仙北地域,2010(平成22）,体育館,西仙北スポーツセンター,"18,285",
052124,秋田県,大仙市,西仙北地域,2011(平成23）,体育館,西仙北スポーツセンター,"21,552",
052124,秋田県,大仙市,西仙北地域,2012(平成24）,体育館,西仙北スポーツセンター,"22,255",
052124,秋田県,大仙市,西仙北地域,2013(平成25）,体育館,西仙北スポーツセンター,"25,205",
052124,秋田県,大仙市,西仙北地域,2014(平成26）,体育館,西仙北スポーツセンター,"29,823",
052124,秋田県,大仙市,西仙北地域,2015(平成27）,体育館,西仙北スポーツセンター,"32,361",
052124,秋田県,大仙市,西仙北地域,2016(平成28）,体育館,西仙北スポーツセンター,"28,434",
052124,秋田県,大仙市,西仙北地域,2017(平成29）,体育館,西仙北スポーツセンター,"24,576",
052124,秋田県,大仙市,西仙北地域,2018(平成30）,体育館,西仙北スポーツセンター,"31,600",
052124,秋田県,大仙市,西仙北地域,2019(令和1）,体育館,西仙北スポーツセンター,"34,362",
052124,秋田県,大仙市,西仙北地域,2020(令和2）,体育館,西仙北スポーツセンター,"13,602",
052124,秋田県,大仙市,西仙北地域,2021(令和3）,体育館,西仙北スポーツセンター,"13,050",
052124,秋田県,大仙市,西仙北地域,2012(平成24）,体育館,土川体育館,433,H23土川小学校廃校によりH２４年度より市民体育館として使用開始
052124,秋田県,大仙市,西仙北地域,2013(平成25）,体育館,土川体育館,224,
052124,秋田県,大仙市,西仙北地域,2014(平成26）,体育館,土川体育館,874,
052124,秋田県,大仙市,西仙北地域,2015(平成27）,体育館,土川体育館,"1,194",
052124,秋田県,大仙市,西仙北地域,2016(平成28）,体育館,土川体育館,"2,289",
052124,秋田県,大仙市,西仙北地域,2017(平成29）,体育館,土川体育館,"1,980",
052124,秋田県,大仙市,西仙北地域,2018(平成30）,体育館,土川体育館,452,
052124,秋田県,大仙市,西仙北地域,2019(令和1）,体育館,土川体育館,242,
052124,秋田県,大仙市,西仙北地域,2020(令和2）,体育館,土川体育館,0,R2より休止
052124,秋田県,大仙市,西仙北地域,2021(令和3）,体育館,土川体育館,0,
052124,秋田県,大仙市,西仙北地域,2012(平成24）,体育館,西仙北西体育館,"5,167",H23西仙北西中学校廃校によりH２４年度より市民体育館として使用開始
052124,秋田県,大仙市,西仙北地域,2013(平成25）,体育館,西仙北西体育館,"4,025",
052124,秋田県,大仙市,西仙北地域,2014(平成26）,体育館,西仙北西体育館,"5,810",
052124,秋田県,大仙市,西仙北地域,2015(平成27）,体育館,西仙北西体育館,"5,200",
052124,秋田県,大仙市,西仙北地域,2016(平成28）,体育館,西仙北西体育館,"4,548",
052124,秋田県,大仙市,西仙北地域,2017(平成29）,体育館,西仙北西体育館,"4,432",
052124,秋田県,大仙市,西仙北地域,2018(平成30）,体育館,西仙北西体育館,"6,820",
052124,秋田県,大仙市,西仙北地域,2019(令和1）,体育館,西仙北西体育館,"4,308",
052124,秋田県,大仙市,西仙北地域,2020(令和2）,体育館,西仙北西体育館,"3,809",
052124,秋田県,大仙市,西仙北地域,2021(令和3）,体育館,西仙北西体育館,"4,807",
052124,秋田県,大仙市,西仙北地域,2006(平成18）,テニスコート,西仙北スポーツセンター,145,
052124,秋田県,大仙市,西仙北地域,2007(平成19）,テニスコート,西仙北スポーツセンター,78,
052124,秋田県,大仙市,西仙北地域,2008(平成20）,テニスコート,西仙北スポーツセンター,424,
052124,秋田県,大仙市,西仙北地域,2009(平成21）,テニスコート,西仙北スポーツセンター,"1,847",
052124,秋田県,大仙市,西仙北地域,2010(平成22）,テニスコート,西仙北スポーツセンター,"2,224",
052124,秋田県,大仙市,西仙北地域,2011(平成23）,テニスコート,西仙北スポーツセンター,"1,718",
052124,秋田県,大仙市,西仙北地域,2012(平成24）,テニスコート,西仙北スポーツセンター,"1,814",
052124,秋田県,大仙市,西仙北地域,2013(平成25）,テニスコート,西仙北スポーツセンター,"1,390",
052124,秋田県,大仙市,西仙北地域,2014(平成26）,テニスコート,西仙北スポーツセンター,"2,386",
052124,秋田県,大仙市,西仙北地域,2015(平成27）,テニスコート,西仙北スポーツセンター,"2,072",
052124,秋田県,大仙市,西仙北地域,2016(平成28）,テニスコート,西仙北スポーツセンター,"2,377",
052124,秋田県,大仙市,西仙北地域,2017(平成29）,テニスコート,西仙北スポーツセンター,"2,852",
052124,秋田県,大仙市,西仙北地域,2018(平成30）,テニスコート,西仙北スポーツセンター,"2,275",
052124,秋田県,大仙市,西仙北地域,2019(令和1）,テニスコート,西仙北スポーツセンター,"1,722",
052124,秋田県,大仙市,西仙北地域,2020(令和2）,テニスコート,西仙北スポーツセンター,783,
052124,秋田県,大仙市,西仙北地域,2021(令和3）,テニスコート,西仙北スポーツセンター,792,
052124,秋田県,大仙市,西仙北地域,2006(平成18）,ゲートボール場,西仙北スポーツセンター,221,
052124,秋田県,大仙市,西仙北地域,2007(平成19）,ゲートボール場,西仙北スポーツセンター,214,
052124,秋田県,大仙市,西仙北地域,2008(平成20）,ゲートボール場,西仙北スポーツセンター,94,
052124,秋田県,大仙市,西仙北地域,2009(平成21）,ゲートボール場,西仙北スポーツセンター,35,競技団体の解散によりH21年度より使用されていない
052124,秋田県,大仙市,西仙北地域,2006(平成18）,グラウンド・ゴルフ場,西仙北緑地運動広場,"3,541",
052124,秋田県,大仙市,西仙北地域,2007(平成19）,グラウンド・ゴルフ場,西仙北緑地運動広場,"4,859",
052124,秋田県,大仙市,西仙北地域,2008(平成20）,グラウンド・ゴルフ場,西仙北緑地運動広場,"6,237",
052124,秋田県,大仙市,西仙北地域,2009(平成21）,グラウンド・ゴルフ場,西仙北緑地運動広場,"4,989",
052124,秋田県,大仙市,西仙北地域,2010(平成22）,グラウンド・ゴルフ場,西仙北緑地運動広場,"4,062",
052124,秋田県,大仙市,西仙北地域,2011(平成23）,グラウンド・ゴルフ場,西仙北緑地運動広場,"4,254",
052124,秋田県,大仙市,西仙北地域,2012(平成24）,グラウンド・ゴルフ場,西仙北緑地運動広場,"3,881",
052124,秋田県,大仙市,西仙北地域,2013(平成25）,グラウンド・ゴルフ場,西仙北緑地運動広場,"3,416",
052124,秋田県,大仙市,西仙北地域,2014(平成26）,グラウンド・ゴルフ場,西仙北緑地運動広場,"3,013",
052124,秋田県,大仙市,西仙北地域,2015(平成27）,グラウンド・ゴルフ場,西仙北緑地運動広場,"3,092",
052124,秋田県,大仙市,西仙北地域,2016(平成28）,グラウンド・ゴルフ場,西仙北緑地運動広場,"2,587",
052124,秋田県,大仙市,西仙北地域,2017(平成29）,グラウンド・ゴルフ場,西仙北緑地運動広場,"2,416",
052124,秋田県,大仙市,西仙北地域,2018(平成30）,グラウンド・ゴルフ場,西仙北緑地運動広場,"2,314",
052124,秋田県,大仙市,西仙北地域,2019(令和1）,グラウンド・ゴルフ場,西仙北緑地運動広場,"2,523",
052124,秋田県,大仙市,西仙北地域,2020(令和2）,グラウンド・ゴルフ場,西仙北緑地運動広場,"1,705",
052124,秋田県,大仙市,西仙北地域,2021(令和3）,グラウンド・ゴルフ場,西仙北緑地運動広場,"1,197",
052124,秋田県,大仙市,西仙北地域,2006(平成18）,武道館,西仙北スポーツセンター武道館,-,データなし
052124,秋田県,大仙市,西仙北地域,2007(平成19）,武道館,西仙北スポーツセンター武道館,-,データなし
052124,秋田県,大仙市,西仙北地域,2008(平成20）,武道館,西仙北スポーツセンター武道館,-,データなし
052124,秋田県,大仙市,西仙北地域,2009(平成21）,武道館,西仙北スポーツセンター武道館,"2,377",
052124,秋田県,大仙市,西仙北地域,2010(平成22）,武道館,西仙北スポーツセンター武道館,"1,465",
052124,秋田県,大仙市,西仙北地域,2011(平成23）,武道館,西仙北スポーツセンター武道館,923,
052124,秋田県,大仙市,西仙北地域,2012(平成24）,武道館,西仙北スポーツセンター武道館,134,H24年度解体・廃止
052124,秋田県,大仙市,中仙地域,2006(平成18）,野球場,八乙女球場,"3,616",
052124,秋田県,大仙市,中仙地域,2007(平成19）,野球場,八乙女球場,"2,775",
052124,秋田県,大仙市,中仙地域,2008(平成20）,野球場,八乙女球場,"4,375",
052124,秋田県,大仙市,中仙地域,2009(平成21）,野球場,八乙女球場,"6,007",
052124,秋田県,大仙市,中仙地域,2010(平成22）,野球場,八乙女球場,"5,809",
052124,秋田県,大仙市,中仙地域,2011(平成23）,野球場,八乙女球場,"5,216",
052124,秋田県,大仙市,中仙地域,2012(平成24）,野球場,八乙女球場,"5,494",
052124,秋田県,大仙市,中仙地域,2013(平成25）,野球場,八乙女球場,"7,426",
052124,秋田県,大仙市,中仙地域,2014(平成26）,野球場,八乙女球場,"6,460",
052124,秋田県,大仙市,中仙地域,2015(平成27）,野球場,八乙女球場,"7,376",
052124,秋田県,大仙市,中仙地域,2016(平成28）,野球場,八乙女球場,"9,569",
052124,秋田県,大仙市,中仙地域,2017(平成29）,野球場,八乙女球場,"6,300",
052124,秋田県,大仙市,中仙地域,2018(平成30）,野球場,八乙女球場,"6,228",
052124,秋田県,大仙市,中仙地域,2019(令和1）,野球場,八乙女球場,"7,534",
052124,秋田県,大仙市,中仙地域,2020(令和2）,野球場,八乙女球場,"2,624",
052124,秋田県,大仙市,中仙地域,2021(令和3）,野球場,八乙女球場,"3,342",
052124,秋田県,大仙市,中仙地域,2006(平成18）,野球場,鶯野運動場,"2,727",
052124,秋田県,大仙市,中仙地域,2007(平成19）,野球場,鶯野運動場,"2,710",
052124,秋田県,大仙市,中仙地域,2008(平成20）,野球場,鶯野運動場,"2,052",
052124,秋田県,大仙市,中仙地域,2009(平成21）,野球場,鶯野運動場,"2,616",
052124,秋田県,大仙市,中仙地域,2010(平成22）,野球場,鶯野運動場,"2,234",
052124,秋田県,大仙市,中仙地域,2011(平成23）,野球場,鶯野運動場,"2,110",
052124,秋田県,大仙市,中仙地域,2012(平成24）,野球場,鶯野運動場,"1,957",
052124,秋田県,大仙市,中仙地域,2013(平成25）,野球場,鶯野運動場,"2,738",
052124,秋田県,大仙市,中仙地域,2014(平成26）,野球場,鶯野運動場,"2,554",
052124,秋田県,大仙市,中仙地域,2015(平成27）,野球場,鶯野運動場,"2,889",
052124,秋田県,大仙市,中仙地域,2016(平成28）,野球場,鶯野運動場,"2,597",
052124,秋田県,大仙市,中仙地域,2017(平成29）,野球場,鶯野運動場,"3,014",
052124,秋田県,大仙市,中仙地域,2018(平成30）,野球場,鶯野運動場,"3,367",
052124,秋田県,大仙市,中仙地域,2019(令和1）,野球場,鶯野運動場,"3,231",
052124,秋田県,大仙市,中仙地域,2020(令和2）,野球場,鶯野運動場,"1,930",
052124,秋田県,大仙市,中仙地域,2021(令和3）,野球場,鶯野運動場,"2,462",
052124,秋田県,大仙市,中仙地域,2006(平成18）,体育館,中仙農業者トレーニングセンター,"10,720",
052124,秋田県,大仙市,中仙地域,2007(平成19）,体育館,中仙農業者トレーニングセンター,"7,454",
052124,秋田県,大仙市,中仙地域,2008(平成20）,体育館,中仙農業者トレーニングセンター,"6,998",
052124,秋田県,大仙市,中仙地域,2009(平成21）,体育館,中仙農業者トレーニングセンター,"8,644",
052124,秋田県,大仙市,中仙地域,2010(平成22）,体育館,中仙農業者トレーニングセンター,"11,370",
052124,秋田県,大仙市,中仙地域,2011(平成23）,体育館,中仙農業者トレーニングセンター,"10,270",
052124,秋田県,大仙市,中仙地域,2012(平成24）,体育館,中仙農業者トレーニングセンター,"7,304",
052124,秋田県,大仙市,中仙地域,2013(平成25）,体育館,中仙農業者トレーニングセンター,"7,511",
052124,秋田県,大仙市,中仙地域,2014(平成26）,体育館,中仙農業者トレーニングセンター,"8,015",
052124,秋田県,大仙市,中仙地域,2015(平成27）,体育館,中仙農業者トレーニングセンター,"7,666",
052124,秋田県,大仙市,中仙地域,2016(平成28）,体育館,中仙農業者トレーニングセンター,"8,102",
052124,秋田県,大仙市,中仙地域,2017(平成29）,体育館,中仙農業者トレーニングセンター,"8,662",
052124,秋田県,大仙市,中仙地域,2018(平成30）,体育館,中仙農業者トレーニングセンター,"8,563",
052124,秋田県,大仙市,中仙地域,2019(令和1）,体育館,中仙農業者トレーニングセンター,"7,296",
052124,秋田県,大仙市,中仙地域,2020(令和2）,体育館,中仙農業者トレーニングセンター,"6,248",
052124,秋田県,大仙市,中仙地域,2021(令和3）,体育館,中仙農業者トレーニングセンター,"5,205",
052124,秋田県,大仙市,中仙地域,2006(平成18）,体育館,サン・ビレッジ中仙,"19,165",
052124,秋田県,大仙市,中仙地域,2007(平成19）,体育館,サン・ビレッジ中仙,"21,066",
052124,秋田県,大仙市,中仙地域,2008(平成20）,体育館,サン・ビレッジ中仙,"15,760",
