市町村コード,都道府県名,市町村名,地域,年度,区分,施設名,利用者数（人）,補足
052124,秋田県,大仙市,中仙地域,2009(平成21）,体育館,サン・ビレッジ中仙,"18,291",
052124,秋田県,大仙市,中仙地域,2010(平成22）,体育館,サン・ビレッジ中仙,"22,086",
052124,秋田県,大仙市,中仙地域,2011(平成23）,体育館,サン・ビレッジ中仙,"20,815",
052124,秋田県,大仙市,中仙地域,2012(平成24）,体育館,サン・ビレッジ中仙,"19,704",
052124,秋田県,大仙市,中仙地域,2013(平成25）,体育館,サン・ビレッジ中仙,"22,576",
052124,秋田県,大仙市,中仙地域,2014(平成26）,体育館,サン・ビレッジ中仙,"18,994",
052124,秋田県,大仙市,中仙地域,2015(平成27）,体育館,サン・ビレッジ中仙,"20,802",
052124,秋田県,大仙市,中仙地域,2016(平成28）,体育館,サン・ビレッジ中仙,"17,943",
052124,秋田県,大仙市,中仙地域,2017(平成29）,体育館,サン・ビレッジ中仙,"17,112",
052124,秋田県,大仙市,中仙地域,2018(平成30）,体育館,サン・ビレッジ中仙,"18,211",
052124,秋田県,大仙市,中仙地域,2019(令和1）,体育館,サン・ビレッジ中仙,"13,559",
052124,秋田県,大仙市,中仙地域,2020(令和2）,体育館,サン・ビレッジ中仙,"7,054",
052124,秋田県,大仙市,中仙地域,2021(令和3）,体育館,サン・ビレッジ中仙,"13,068",
052124,秋田県,大仙市,中仙地域,2006(平成18）,テニスコート,八乙女公園テニスコート,"2,255",
052124,秋田県,大仙市,中仙地域,2007(平成19）,テニスコート,八乙女公園テニスコート,"2,741",
052124,秋田県,大仙市,中仙地域,2008(平成20）,テニスコート,八乙女公園テニスコート,"2,791",
052124,秋田県,大仙市,中仙地域,2009(平成21）,テニスコート,八乙女公園テニスコート,"3,885",
052124,秋田県,大仙市,中仙地域,2010(平成22）,テニスコート,八乙女公園テニスコート,"3,268",
052124,秋田県,大仙市,中仙地域,2011(平成23）,テニスコート,八乙女公園テニスコート,"3,165",
052124,秋田県,大仙市,中仙地域,2012(平成24）,テニスコート,八乙女公園テニスコート,"3,238",
052124,秋田県,大仙市,中仙地域,2013(平成25）,テニスコート,八乙女公園テニスコート,"5,095",
052124,秋田県,大仙市,中仙地域,2014(平成26）,テニスコート,八乙女公園テニスコート,"5,283",
052124,秋田県,大仙市,中仙地域,2015(平成27）,テニスコート,八乙女公園テニスコート,"5,854",
052124,秋田県,大仙市,中仙地域,2016(平成28）,テニスコート,八乙女公園テニスコート,"5,794",
052124,秋田県,大仙市,中仙地域,2017(平成29）,テニスコート,八乙女公園テニスコート,"6,451",
052124,秋田県,大仙市,中仙地域,2018(平成30）,テニスコート,八乙女公園テニスコート,"6,858",
052124,秋田県,大仙市,中仙地域,2019(令和1）,テニスコート,八乙女公園テニスコート,"5,993",
052124,秋田県,大仙市,中仙地域,2020(令和2）,テニスコート,八乙女公園テニスコート,"2,062",
052124,秋田県,大仙市,中仙地域,2021(令和3）,テニスコート,八乙女公園テニスコート,"1,712",
052124,秋田県,大仙市,中仙地域,2006(平成18）,トレーニングルーム,ドンパルトレーニングルーム,-,データなし
052124,秋田県,大仙市,中仙地域,2007(平成19）,トレーニングルーム,ドンパルトレーニングルーム,-,データなし
052124,秋田県,大仙市,中仙地域,2008(平成20）,トレーニングルーム,ドンパルトレーニングルーム,-,データなし
052124,秋田県,大仙市,中仙地域,2009(平成21）,トレーニングルーム,ドンパルトレーニングルーム,"6,604",
052124,秋田県,大仙市,中仙地域,2010(平成22）,トレーニングルーム,ドンパルトレーニングルーム,"3,178",
052124,秋田県,大仙市,中仙地域,2011(平成23）,トレーニングルーム,ドンパルトレーニングルーム,"6,228",
052124,秋田県,大仙市,中仙地域,2012(平成24）,トレーニングルーム,ドンパルトレーニングルーム,"6,350",
052124,秋田県,大仙市,中仙地域,2013(平成25）,トレーニングルーム,ドンパルトレーニングルーム,"7,053",
052124,秋田県,大仙市,中仙地域,2014(平成26）,トレーニングルーム,ドンパルトレーニングルーム,"7,815",
052124,秋田県,大仙市,中仙地域,2015(平成27）,トレーニングルーム,ドンパルトレーニングルーム,"9,033",
052124,秋田県,大仙市,中仙地域,2016(平成28）,トレーニングルーム,ドンパルトレーニングルーム,"9,191",
052124,秋田県,大仙市,中仙地域,2017(平成29）,トレーニングルーム,ドンパルトレーニングルーム,"8,102",
052124,秋田県,大仙市,中仙地域,2018(平成30）,トレーニングルーム,ドンパルトレーニングルーム,"8,338",
052124,秋田県,大仙市,中仙地域,2019(令和1）,トレーニングルーム,ドンパルトレーニングルーム,"7,090",
052124,秋田県,大仙市,中仙地域,2020(令和2）,トレーニングルーム,ドンパルトレーニングルーム,"3,206",
052124,秋田県,大仙市,中仙地域,2021(令和3）,トレーニングルーム,ドンパルトレーニングルーム,"4,556",
052124,秋田県,大仙市,協和地域,2006(平成18）,野球場,サン・スポーツランド協和野球場,"7,446",
052124,秋田県,大仙市,協和地域,2007(平成19）,野球場,サン・スポーツランド協和野球場,"4,900",
052124,秋田県,大仙市,協和地域,2008(平成20）,野球場,サン・スポーツランド協和野球場,"12,116",
052124,秋田県,大仙市,協和地域,2009(平成21）,野球場,サン・スポーツランド協和野球場,"8,639",
052124,秋田県,大仙市,協和地域,2010(平成22）,野球場,サン・スポーツランド協和野球場,"3,245",
052124,秋田県,大仙市,協和地域,2011(平成23）,野球場,サン・スポーツランド協和野球場,"3,817",
052124,秋田県,大仙市,協和地域,2012(平成24）,野球場,サン・スポーツランド協和野球場,"4,609",
052124,秋田県,大仙市,協和地域,2013(平成25）,野球場,サン・スポーツランド協和野球場,"8,509",
052124,秋田県,大仙市,協和地域,2014(平成26）,野球場,サン・スポーツランド協和野球場,"8,864",
052124,秋田県,大仙市,協和地域,2015(平成27）,野球場,サン・スポーツランド協和野球場,"7,855",
052124,秋田県,大仙市,協和地域,2016(平成28）,野球場,サン・スポーツランド協和野球場,"6,307",
052124,秋田県,大仙市,協和地域,2017(平成29）,野球場,サン・スポーツランド協和野球場,"7,030",
052124,秋田県,大仙市,協和地域,2018(平成30）,野球場,サン・スポーツランド協和野球場,"6,295",
052124,秋田県,大仙市,協和地域,2019(令和1）,野球場,サン・スポーツランド協和野球場,"23,378",
052124,秋田県,大仙市,協和地域,2020(令和2）,野球場,サン・スポーツランド協和野球場,"3,723",
052124,秋田県,大仙市,協和地域,2021(令和3）,野球場,サン・スポーツランド協和野球場,"2,238",
052124,秋田県,大仙市,協和地域,2006(平成18）,野球場,協和中淀川緑地広場,-,データなし
052124,秋田県,大仙市,協和地域,2007(平成19）,野球場,協和中淀川緑地広場,275,
052124,秋田県,大仙市,協和地域,2008(平成20）,野球場,協和中淀川緑地広場,42,
052124,秋田県,大仙市,協和地域,2009(平成21）,野球場,協和中淀川緑地広場,273,
052124,秋田県,大仙市,協和地域,2010(平成22）,野球場,協和中淀川緑地広場,115,
052124,秋田県,大仙市,協和地域,2011(平成23）,野球場,協和中淀川緑地広場,94,
052124,秋田県,大仙市,協和地域,2012(平成24）,野球場,協和中淀川緑地広場,114,
052124,秋田県,大仙市,協和地域,2013(平成25）,野球場,協和中淀川緑地広場,190,
052124,秋田県,大仙市,協和地域,2014(平成26）,野球場,協和中淀川緑地広場,110,
052124,秋田県,大仙市,協和地域,2015(平成27）,野球場,協和中淀川緑地広場,69,
052124,秋田県,大仙市,協和地域,2016(平成28）,野球場,協和中淀川緑地広場,-,データなし
052124,秋田県,大仙市,協和地域,2017(平成29）,野球場,協和中淀川緑地広場,-,データなし
052124,秋田県,大仙市,協和地域,2018(平成30）,野球場,協和中淀川緑地広場,182,
052124,秋田県,大仙市,協和地域,2019(令和1）,野球場,協和中淀川緑地広場,224,
052124,秋田県,大仙市,協和地域,2020(令和2）,野球場,協和中淀川緑地広場,606,
052124,秋田県,大仙市,協和地域,2021(令和3）,野球場,協和中淀川緑地広場,248,
052124,秋田県,大仙市,協和地域,2006(平成18）,体育館,サン・スポーツランド協和体育館,-,データなし
052124,秋田県,大仙市,協和地域,2007(平成19）,体育館,サン・スポーツランド協和体育館,"17,041",
052124,秋田県,大仙市,協和地域,2008(平成20）,体育館,サン・スポーツランド協和体育館,"18,891",
052124,秋田県,大仙市,協和地域,2009(平成21）,体育館,サン・スポーツランド協和体育館,"21,801",
052124,秋田県,大仙市,協和地域,2010(平成22）,体育館,サン・スポーツランド協和体育館,"19,427",
052124,秋田県,大仙市,協和地域,2011(平成23）,体育館,サン・スポーツランド協和体育館,"25,806",
052124,秋田県,大仙市,協和地域,2012(平成24）,体育館,サン・スポーツランド協和体育館,"25,381",
052124,秋田県,大仙市,協和地域,2013(平成25）,体育館,サン・スポーツランド協和体育館,"25,993",
052124,秋田県,大仙市,協和地域,2014(平成26）,体育館,サン・スポーツランド協和体育館,"20,669",
052124,秋田県,大仙市,協和地域,2015(平成27）,体育館,サン・スポーツランド協和体育館,"23,349",
052124,秋田県,大仙市,協和地域,2016(平成28）,体育館,サン・スポーツランド協和体育館,"24,412",
052124,秋田県,大仙市,協和地域,2017(平成29）,体育館,サン・スポーツランド協和体育館,"19,853",
052124,秋田県,大仙市,協和地域,2018(平成30）,体育館,サン・スポーツランド協和体育館,"16,578",
052124,秋田県,大仙市,協和地域,2019(令和1）,体育館,サン・スポーツランド協和体育館,"19,411",
052124,秋田県,大仙市,協和地域,2020(令和2）,体育館,サン・スポーツランド協和体育館,"9,234",
052124,秋田県,大仙市,協和地域,2021(令和3）,体育館,サン・スポーツランド協和体育館,"11,638",
052124,秋田県,大仙市,協和地域,2008(平成20）,体育館,稲沢体育館,987,H19稲沢小学校廃校によりH20年度より市民体育館として使用開始
052124,秋田県,大仙市,協和地域,2009(平成21）,体育館,稲沢体育館,787,
052124,秋田県,大仙市,協和地域,2010(平成22）,体育館,稲沢体育館,"1,379",
052124,秋田県,大仙市,協和地域,2011(平成23）,体育館,稲沢体育館,731,
052124,秋田県,大仙市,協和地域,2012(平成24）,体育館,稲沢体育館,717,
052124,秋田県,大仙市,協和地域,2013(平成25）,体育館,稲沢体育館,692,
052124,秋田県,大仙市,協和地域,2014(平成26）,体育館,稲沢体育館,603,
052124,秋田県,大仙市,協和地域,2015(平成27）,体育館,稲沢体育館,605,
052124,秋田県,大仙市,協和地域,2016(平成28）,体育館,稲沢体育館,582,
052124,秋田県,大仙市,協和地域,2017(平成29）,体育館,稲沢体育館,374,
052124,秋田県,大仙市,協和地域,2018(平成30）,体育館,稲沢体育館,625,
052124,秋田県,大仙市,協和地域,2019(令和1）,体育館,稲沢体育館,420,
052124,秋田県,大仙市,協和地域,2020(令和2）,体育館,稲沢体育館,80,
052124,秋田県,大仙市,協和地域,2021(令和3）,体育館,稲沢体育館,99,
052124,秋田県,大仙市,協和地域,2008(平成20）,体育館,協和第2体育館,"3,148",H19峰吉川小学校廃校によりH20年度より市民体育館として使用開始
052124,秋田県,大仙市,協和地域,2009(平成21）,体育館,協和第2体育館,"4,825",
052124,秋田県,大仙市,協和地域,2010(平成22）,体育館,協和第2体育館,"4,994",
052124,秋田県,大仙市,協和地域,2011(平成23）,体育館,協和第2体育館,"5,193",
052124,秋田県,大仙市,協和地域,2012(平成24）,体育館,協和第2体育館,"5,042",
052124,秋田県,大仙市,協和地域,2013(平成25）,体育館,協和第2体育館,"5,201",
052124,秋田県,大仙市,協和地域,2014(平成26）,体育館,協和第2体育館,"3,748",
052124,秋田県,大仙市,協和地域,2015(平成27）,体育館,協和第2体育館,"3,605",
052124,秋田県,大仙市,協和地域,2016(平成28）,体育館,協和第2体育館,"3,497",
052124,秋田県,大仙市,協和地域,2017(平成29）,体育館,協和第2体育館,"3,690",
052124,秋田県,大仙市,協和地域,2018(平成30）,体育館,協和第2体育館,"3,231",
052124,秋田県,大仙市,協和地域,2019(令和1）,体育館,協和第2体育館,"1,796",
052124,秋田県,大仙市,協和地域,2020(令和2）,体育館,協和第3体育館,"2,057",
052124,秋田県,大仙市,協和地域,2021(令和3）,体育館,協和第4体育館,"1,031",
052124,秋田県,大仙市,協和地域,2008(平成20）,体育館,船岡体育館,566,H19船岡小学校廃校によりH20年度より市民体育館として使用開始
052124,秋田県,大仙市,協和地域,2009(平成21）,体育館,船岡体育館,"1,526",
052124,秋田県,大仙市,協和地域,2010(平成22）,体育館,船岡体育館,"1,204",
052124,秋田県,大仙市,協和地域,2011(平成23）,体育館,船岡体育館,"1,349",
052124,秋田県,大仙市,協和地域,2012(平成24）,体育館,船岡体育館,"1,825",
052124,秋田県,大仙市,協和地域,2013(平成25）,体育館,船岡体育館,"1,267",
052124,秋田県,大仙市,協和地域,2014(平成26）,体育館,船岡体育館,644,H26年度で廃止
052124,秋田県,大仙市,協和地域,2008(平成20）,体育館,小種体育館,826,H19小種小学校廃校によりH20年度より市民体育館として使用開始
052124,秋田県,大仙市,協和地域,2009(平成21）,体育館,小種体育館,"2,676",
052124,秋田県,大仙市,協和地域,2010(平成22）,体育館,小種体育館,"2,118",
052124,秋田県,大仙市,協和地域,2011(平成23）,体育館,小種体育館,"2,069",
052124,秋田県,大仙市,協和地域,2012(平成24）,体育館,小種体育館,"2,104",
052124,秋田県,大仙市,協和地域,2013(平成25）,体育館,小種体育館,"1,907",
052124,秋田県,大仙市,協和地域,2014(平成26）,体育館,小種体育館,"1,470",
052124,秋田県,大仙市,協和地域,2015(平成27）,体育館,小種体育館,"1,918",
052124,秋田県,大仙市,協和地域,2016(平成28）,体育館,小種体育館,"1,603",
052124,秋田県,大仙市,協和地域,2017(平成29）,体育館,小種体育館,"1,260",
052124,秋田県,大仙市,協和地域,2018(平成30）,体育館,小種体育館,"1,200",
052124,秋田県,大仙市,協和地域,2019(令和1）,体育館,小種体育館,"1,186",
052124,秋田県,大仙市,協和地域,2020(令和2）,体育館,小種体育館,581,
052124,秋田県,大仙市,協和地域,2021(令和3）,体育館,小種体育館,523,
052124,秋田県,大仙市,協和地域,2006(平成18）,体育館,協和淀川農林漁業者トレーニングセンター,"1,065",
052124,秋田県,大仙市,協和地域,2007(平成19）,体育館,協和淀川農林漁業者トレーニングセンター,939,
052124,秋田県,大仙市,協和地域,2008(平成20）,体育館,協和淀川農林漁業者トレーニングセンター,782,
052124,秋田県,大仙市,協和地域,2009(平成21）,体育館,協和淀川農林漁業者トレーニングセンター,696,
052124,秋田県,大仙市,協和地域,2010(平成22）,体育館,協和淀川農林漁業者トレーニングセンター,746,
052124,秋田県,大仙市,協和地域,2011(平成23）,体育館,協和淀川農林漁業者トレーニングセンター,664,
052124,秋田県,大仙市,協和地域,2012(平成24）,体育館,協和淀川農林漁業者トレーニングセンター,768,
052124,秋田県,大仙市,協和地域,2013(平成25）,体育館,協和淀川農林漁業者トレーニングセンター,628,
052124,秋田県,大仙市,協和地域,2014(平成26）,体育館,協和淀川農林漁業者トレーニングセンター,199,
052124,秋田県,大仙市,協和地域,2015(平成27）,体育館,協和淀川農林漁業者トレーニングセンター,989,
052124,秋田県,大仙市,協和地域,2016(平成28）,体育館,協和淀川農林漁業者トレーニングセンター,870,
052124,秋田県,大仙市,協和地域,2017(平成29）,体育館,協和淀川農林漁業者トレーニングセンター,534,
052124,秋田県,大仙市,協和地域,2018(平成30）,体育館,協和淀川農林漁業者トレーニングセンター,585,
052124,秋田県,大仙市,協和地域,2019(令和1）,体育館,協和淀川農林漁業者トレーニングセンター,482,
052124,秋田県,大仙市,協和地域,2020(令和2）,体育館,協和淀川農林漁業者トレーニングセンター,491,
052124,秋田県,大仙市,協和地域,2021(令和3）,体育館,協和淀川農林漁業者トレーニングセンター,486,
052124,秋田県,大仙市,協和地域,2006(平成18）,テニスコート,サン・スポーツランド協和テニスコート,"1,572",
052124,秋田県,大仙市,協和地域,2007(平成19）,テニスコート,サン・スポーツランド協和テニスコート,"1,623",
052124,秋田県,大仙市,協和地域,2008(平成20）,テニスコート,サン・スポーツランド協和テニスコート,"2,659",
052124,秋田県,大仙市,協和地域,2009(平成21）,テニスコート,サン・スポーツランド協和テニスコート,"3,361",
052124,秋田県,大仙市,協和地域,2010(平成22）,テニスコート,サン・スポーツランド協和テニスコート,"3,085",
052124,秋田県,大仙市,協和地域,2011(平成23）,テニスコート,サン・スポーツランド協和テニスコート,"3,637",
052124,秋田県,大仙市,協和地域,2012(平成24）,テニスコート,サン・スポーツランド協和テニスコート,"2,680",
052124,秋田県,大仙市,協和地域,2013(平成25）,テニスコート,サン・スポーツランド協和テニスコート,"3,860",
052124,秋田県,大仙市,協和地域,2014(平成26）,テニスコート,サン・スポーツランド協和テニスコート,"4,059",
052124,秋田県,大仙市,協和地域,2015(平成27）,テニスコート,サン・スポーツランド協和テニスコート,"3,763",
052124,秋田県,大仙市,協和地域,2016(平成28）,テニスコート,サン・スポーツランド協和テニスコート,"3,016",
052124,秋田県,大仙市,協和地域,2017(平成29）,テニスコート,サン・スポーツランド協和テニスコート,"3,406",
052124,秋田県,大仙市,協和地域,2018(平成30）,テニスコート,サン・スポーツランド協和テニスコート,"3,039",
052124,秋田県,大仙市,協和地域,2019(令和1）,テニスコート,サン・スポーツランド協和テニスコート,"3,422",
052124,秋田県,大仙市,協和地域,2020(令和2）,テニスコート,サン・スポーツランド協和テニスコート,"2,103",
052124,秋田県,大仙市,協和地域,2021(令和3）,テニスコート,サン・スポーツランド協和テニスコート,"2,385",
052124,秋田県,大仙市,協和地域,2006(平成18）,スキー場,協和スキー場,"4,032",
052124,秋田県,大仙市,協和地域,2007(平成19）,スキー場,協和スキー場,"15,852",
052124,秋田県,大仙市,協和地域,2008(平成20）,スキー場,協和スキー場,"15,302",
052124,秋田県,大仙市,協和地域,2009(平成21）,スキー場,協和スキー場,"29,337",
052124,秋田県,大仙市,協和地域,2010(平成22）,スキー場,協和スキー場,"29,709",
052124,秋田県,大仙市,協和地域,2011(平成23）,スキー場,協和スキー場,"35,441",
052124,秋田県,大仙市,協和地域,2012(平成24）,スキー場,協和スキー場,"35,586",
052124,秋田県,大仙市,協和地域,2013(平成25）,スキー場,協和スキー場,"34,308",
052124,秋田県,大仙市,協和地域,2014(平成26）,スキー場,協和スキー場,"33,625",
052124,秋田県,大仙市,協和地域,2015(平成27）,スキー場,協和スキー場,"21,781",
052124,秋田県,大仙市,協和地域,2016(平成28）,スキー場,協和スキー場,"20,921",
052124,秋田県,大仙市,協和地域,2017(平成29）,スキー場,協和スキー場,"27,745",
052124,秋田県,大仙市,協和地域,2018(平成30）,スキー場,協和スキー場,"25,437",
052124,秋田県,大仙市,協和地域,2019(令和1）,スキー場,協和スキー場,0,雪不足による早期営業終了のため利用者なし
052124,秋田県,大仙市,協和地域,2020(令和2）,スキー場,協和スキー場,"13,593",
052124,秋田県,大仙市,協和地域,2021(令和3）,スキー場,協和スキー場,"23,584",
052124,秋田県,大仙市,協和地域,2006(平成18）,屋内多目的運動場,樹パル,"16,971",
052124,秋田県,大仙市,協和地域,2007(平成19）,屋内多目的運動場,樹パル,"17,775",
052124,秋田県,大仙市,協和地域,2008(平成20）,屋内多目的運動場,樹パル,"20,269",
052124,秋田県,大仙市,協和地域,2009(平成21）,屋内多目的運動場,樹パル,"19,911",
052124,秋田県,大仙市,協和地域,2010(平成22）,屋内多目的運動場,樹パル,"19,484",
052124,秋田県,大仙市,協和地域,2011(平成23）,屋内多目的運動場,樹パル,"19,615",
052124,秋田県,大仙市,協和地域,2012(平成24）,屋内多目的運動場,樹パル,"18,920",
052124,秋田県,大仙市,協和地域,2013(平成25）,屋内多目的運動場,樹パル,"18,337",
052124,秋田県,大仙市,協和地域,2014(平成26）,屋内多目的運動場,樹パル,"12,818",
052124,秋田県,大仙市,協和地域,2015(平成27）,屋内多目的運動場,樹パル,"17,640",
052124,秋田県,大仙市,協和地域,2016(平成28）,屋内多目的運動場,樹パル,"19,455",
052124,秋田県,大仙市,協和地域,2017(平成29）,屋内多目的運動場,樹パル,"17,744",
052124,秋田県,大仙市,協和地域,2018(平成30）,屋内多目的運動場,樹パル,"15,416",
052124,秋田県,大仙市,協和地域,2019(令和1）,屋内多目的運動場,樹パル,"13,996",
052124,秋田県,大仙市,協和地域,2020(令和2）,屋内多目的運動場,樹パル,"15,110",
052124,秋田県,大仙市,協和地域,2021(令和3）,屋内多目的運動場,樹パル,"11,698",
052124,秋田県,大仙市,協和地域,2006(平成18）,ゲートボール場,サン・スポーツランド協和,414,
052124,秋田県,大仙市,協和地域,2007(平成19）,ゲートボール場,サン・スポーツランド協和,312,
052124,秋田県,大仙市,協和地域,2008(平成20）,ゲートボール場,サン・スポーツランド協和,455,
052124,秋田県,大仙市,協和地域,2009(平成21）,ゲートボール場,サン・スポーツランド協和,331,
052124,秋田県,大仙市,協和地域,2010(平成22）,ゲートボール場,サン・スポーツランド協和,470,
052124,秋田県,大仙市,協和地域,2011(平成23）,ゲートボール場,サン・スポーツランド協和,252,
052124,秋田県,大仙市,協和地域,2012(平成24）,ゲートボール場,サン・スポーツランド協和,210,
052124,秋田県,大仙市,協和地域,2013(平成25）,ゲートボール場,サン・スポーツランド協和,150,
052124,秋田県,大仙市,協和地域,2014(平成26）,ゲートボール場,サン・スポーツランド協和,248,
052124,秋田県,大仙市,協和地域,2015(平成27）,ゲートボール場,サン・スポーツランド協和,208,
052124,秋田県,大仙市,協和地域,2016(平成28）,ゲートボール場,サン・スポーツランド協和,120,
052124,秋田県,大仙市,協和地域,2017(平成29）,ゲートボール場,サン・スポーツランド協和,115,
052124,秋田県,大仙市,協和地域,2018(平成30）,ゲートボール場,サン・スポーツランド協和,113,
052124,秋田県,大仙市,協和地域,2019(令和1）,ゲートボール場,サン・スポーツランド協和,10,
052124,秋田県,大仙市,協和地域,2020(令和2）,ゲートボール場,サン・スポーツランド協和,0,
052124,秋田県,大仙市,協和地域,2021(令和3）,ゲートボール場,サン・スポーツランド協和,0,
052124,秋田県,大仙市,協和地域,2006(平成18）,グラウンド・ゴルフ場,米ケ森公園,-,データなし
052124,秋田県,大仙市,協和地域,2007(平成19）,グラウンド・ゴルフ場,米ケ森公園,-,データなし
052124,秋田県,大仙市,協和地域,2008(平成20）,グラウンド・ゴルフ場,米ケ森公園,-,データなし
052124,秋田県,大仙市,協和地域,2009(平成21）,グラウンド・ゴルフ場,米ケ森公園,"5,172",
052124,秋田県,大仙市,協和地域,2010(平成22）,グラウンド・ゴルフ場,米ケ森公園,"7,664",
052124,秋田県,大仙市,協和地域,2011(平成23）,グラウンド・ゴルフ場,米ケ森公園,"9,124",
052124,秋田県,大仙市,協和地域,2012(平成24）,グラウンド・ゴルフ場,米ケ森公園,"8,408",
052124,秋田県,大仙市,協和地域,2013(平成25）,グラウンド・ゴルフ場,米ケ森公園,"8,510",
052124,秋田県,大仙市,協和地域,2014(平成26）,グラウンド・ゴルフ場,米ケ森公園,"10,971",
052124,秋田県,大仙市,協和地域,2015(平成27）,グラウンド・ゴルフ場,米ケ森公園,"11,552",
052124,秋田県,大仙市,協和地域,2016(平成28）,グラウンド・ゴルフ場,米ケ森公園,"11,431",
052124,秋田県,大仙市,協和地域,2017(平成29）,グラウンド・ゴルフ場,米ケ森公園,"9,447",
052124,秋田県,大仙市,協和地域,2018(平成30）,グラウンド・ゴルフ場,米ケ森公園,"9,846",
052124,秋田県,大仙市,協和地域,2019(令和1）,グラウンド・ゴルフ場,米ケ森公園,"9,193",
052124,秋田県,大仙市,協和地域,2020(令和2）,グラウンド・ゴルフ場,米ケ森公園,"6,965",
052124,秋田県,大仙市,協和地域,2021(令和3）,グラウンド・ゴルフ場,米ケ森公園,"7,146",
052124,秋田県,大仙市,南外地域,2006(平成18）,野球場,南外山村運動広場,"5,767",
052124,秋田県,大仙市,南外地域,2007(平成19）,野球場,南外山村運動広場,"6,039",
052124,秋田県,大仙市,南外地域,2008(平成20）,野球場,南外山村運動広場,"4,512",
052124,秋田県,大仙市,南外地域,2009(平成21）,野球場,南外山村運動広場,"2,542",
052124,秋田県,大仙市,南外地域,2010(平成22）,野球場,南外山村運動広場,"2,171",
052124,秋田県,大仙市,南外地域,2011(平成23）,野球場,南外山村運動広場,"1,819",
052124,秋田県,大仙市,南外地域,2012(平成24）,野球場,南外山村運動広場,"1,668",
052124,秋田県,大仙市,南外地域,2013(平成25）,野球場,南外山村運動広場,"2,579",
052124,秋田県,大仙市,南外地域,2014(平成26）,野球場,南外山村運動広場,"1,881",
052124,秋田県,大仙市,南外地域,2015(平成27）,野球場,南外山村運動広場,"2,433",
052124,秋田県,大仙市,南外地域,2016(平成28）,野球場,南外山村運動広場,"2,039",
052124,秋田県,大仙市,南外地域,2017(平成29）,野球場,南外山村運動広場,"1,296",
052124,秋田県,大仙市,南外地域,2018(平成30）,野球場,南外山村運動広場,"2,510",
052124,秋田県,大仙市,南外地域,2019(令和1）,野球場,南外山村運動広場,"2,361",
052124,秋田県,大仙市,南外地域,2020(令和2）,野球場,南外山村運動広場,493,
052124,秋田県,大仙市,南外地域,2021(令和3）,野球場,南外山村運動広場,742,
052124,秋田県,大仙市,南外地域,2006(平成18）,野球場,南外運動場,-,データなし
052124,秋田県,大仙市,南外地域,2007(平成19）,野球場,南外運動場,-,データなし
052124,秋田県,大仙市,南外地域,2008(平成20）,野球場,南外運動場,"4,357",
052124,秋田県,大仙市,南外地域,2009(平成21）,野球場,南外運動場,"1,996",
052124,秋田県,大仙市,南外地域,2010(平成22）,野球場,南外運動場,"1,985",
052124,秋田県,大仙市,南外地域,2011(平成23）,野球場,南外運動場,977,
052124,秋田県,大仙市,南外地域,2012(平成24）,野球場,南外運動場,618,
052124,秋田県,大仙市,南外地域,2013(平成25）,野球場,南外運動場,998,
052124,秋田県,大仙市,南外地域,2014(平成26）,野球場,南外運動場,721,
052124,秋田県,大仙市,南外地域,2015(平成27）,野球場,南外運動場,"1,017",
052124,秋田県,大仙市,南外地域,2016(平成28）,野球場,南外運動場,"1,010",
052124,秋田県,大仙市,南外地域,2017(平成29）,野球場,南外運動場,"1,008",
052124,秋田県,大仙市,南外地域,2018(平成30）,野球場,南外運動場,"1,686",
052124,秋田県,大仙市,南外地域,2019(令和1）,野球場,南外運動場,"1,845",
052124,秋田県,大仙市,南外地域,2020(令和2）,野球場,南外運動場,89,
052124,秋田県,大仙市,南外地域,2021(令和3）,野球場,南外運動場,163,
052124,秋田県,大仙市,南外地域,2006(平成18）,体育館,南外体育館,"17,264",
052124,秋田県,大仙市,南外地域,2007(平成19）,体育館,南外体育館,"18,916",
052124,秋田県,大仙市,南外地域,2008(平成20）,体育館,南外体育館,"18,945",
052124,秋田県,大仙市,南外地域,2009(平成21）,体育館,南外体育館,"15,348",
052124,秋田県,大仙市,南外地域,2010(平成22）,体育館,南外体育館,"7,302",
052124,秋田県,大仙市,南外地域,2011(平成23）,体育館,南外体育館,"13,424",
052124,秋田県,大仙市,南外地域,2012(平成24）,体育館,南外体育館,"13,914",
052124,秋田県,大仙市,南外地域,2013(平成25）,体育館,南外体育館,"12,418",
052124,秋田県,大仙市,南外地域,2014(平成26）,体育館,南外体育館,"15,003",
052124,秋田県,大仙市,南外地域,2015(平成27）,体育館,南外体育館,"15,599",
052124,秋田県,大仙市,南外地域,2016(平成28）,体育館,南外体育館,"18,588",
052124,秋田県,大仙市,南外地域,2017(平成29）,体育館,南外体育館,"18,114",
052124,秋田県,大仙市,南外地域,2018(平成30）,体育館,南外体育館,"13,550",
052124,秋田県,大仙市,南外地域,2019(令和1）,体育館,南外体育館,"10,538",
052124,秋田県,大仙市,南外地域,2020(令和2）,体育館,南外体育館,"7,216",
052124,秋田県,大仙市,南外地域,2021(令和3）,体育館,南外体育館,"8,484",
052124,秋田県,大仙市,南外地域,2006(平成18）,テニスコート,南外テニスコート,"2,440",
052124,秋田県,大仙市,南外地域,2007(平成19）,テニスコート,南外テニスコート,"2,659",
052124,秋田県,大仙市,南外地域,2008(平成20）,テニスコート,南外テニスコート,"2,477",
