６３　入 会 林 野 の 概 況,,,,,,
,,,,,,
,,,,,各年４月１日現在,
年次,民有林面積,入会林野,入会林野整備（登記済証交付）済,,,
,（ha）,集団数,面積（ha),集団数,権利者数（人）,
平成25年,"36,981 ",59 ,"4,472 ",67 , － ,
26,"36,774 ",59 ,"4,472 ",67 , － ,
27,"36,739 ",59 ,"4,472 ",67 , － ,
28,"36,711 ",59 ,"4,472 ",67 , － ,
29,"36,715 ",59 ,"4,472 ",67 , － ,
30,"36,844 ",59 ,"4,472 ",67 , － ,
31,"36,846 ",59 ,"4,472 ",67 , － ,
令和２年,"36,846 ",59 ,"4,472 ",67 , － ,
３,"36,906 ",59 ,"4,472 ",67 , － ,
４,"36,934 ",59 ,"4,472 ",67 , － ,
　資料　秋田県林業統計,,,,,,
,,,,,,
