市区町村コード,NO,都道府県名,市区町村名,データ名称,データ概要,データ形式,分類,更新頻度,URL,ライセンス,登録日,最終更新日,備考
052019,0000000310,秋田県,秋田市,【西部地区】指定緊急避難場所一覧,【西部地区】指定緊急避難場所一覧,excel,国土・気象,変更があった場合,https://www.city.akita.lg.jp/bosai-kinkyu/bosai/1002188/1021451/1033985.html,CC BYに準拠。,2020-03-17,2023-05-16,
052019,0000000311,秋田県,秋田市,【南部地区】指定緊急避難場所一覧,【南部地区】指定緊急避難場所一覧,excel,国土・気象,変更があった場合,https://www.city.akita.lg.jp/bosai-kinkyu/bosai/1002188/1021451/1033986.html,CC BYに準拠。,2020-03-17,2022-05-13,
052019,0000000312,秋田県,秋田市,【北部地区】指定緊急避難場所一覧,【北部地区】指定緊急避難場所一覧,excel,国土・気象,変更があった場合,https://www.city.akita.lg.jp/bosai-kinkyu/bosai/1002188/1021451/1033983.html,CC BYに準拠。,2020-03-17,2023-05-16,
052019,0000000313,秋田県,秋田市,【河辺地区】指定緊急避難場所一覧,【河辺地区】指定緊急避難場所一覧,excel,国土・気象,変更があった場合,https://www.city.akita.lg.jp/bosai-kinkyu/bosai/1002188/1021451/1033987.html,CC BYに準拠。,2020-03-17,2022-04-28,
052019,0000000314,秋田県,秋田市,【雄和地区】指定緊急避難場所一覧,【雄和地区】指定緊急避難場所一覧,excel,国土・気象,変更があった場合,https://www.city.akita.lg.jp/bosai-kinkyu/bosai/1002188/1021451/1033988.html,CC BYに準拠。,2020-03-17,2022-04-28,
052019,0000000315,秋田県,秋田市,予算書・事項別明細書,予算書・事項別明細書,pdf,行財政,1年に1回,https://www.city.akita.lg.jp/shisei/yosan-zaisei/1009189/1019558.html,CC BYに準拠。,2020-03-19,2023-03-22,
052019,0000000316,秋田県,秋田市,過去の選挙結果,過去の選挙結果,excel,行財政,更新があった場合,https://www.city.akita.lg.jp/kurashi/senkyo/1008169/1008283.html,CC BYに準拠。,2020-04-09,2022-09-16,
052019,0000000317,秋田県,秋田市,オンラインミーティング用バーチャル背景 ,オンラインミーティング用バーチャル背景 ,jpeg,画像,追加があった場合,https://www.city.akita.lg.jp/shisei/koho/1003658/1025487.html,CC BYに準拠。,2020-06-19,2021-10-06,
052019,0000000318,秋田県,秋田市,理容師法に基づく営業施設一覧,理容師法に基づく営業施設一覧,excel,社会保障・衛生,追加があった場合,https://www.city.akita.lg.jp/kurashi/kenko/1005367/1012953/1027245.html,CC BYに準拠。,2020-12-09,2023-08-10,
052019,0000000319,秋田県,秋田市,美容師法に基づく営業施設一覧,美容師法に基づく営業施設一覧,excel,社会保障・衛生,追加があった場合,https://www.city.akita.lg.jp/kurashi/kenko/1005367/1012953/1027245.html,CC BYに準拠。,2020-12-09,2023-08-10,
052019,0000000320,秋田県,秋田市,秋田市人口世帯表 令和3年版,秋田市人口世帯表 令和3年版,excel,人口・世帯,毎月更新,https://www.city.akita.lg.jp/shisei/tokei/1003666/1003568.html,CC BYに準拠。,2021-01-15,2021-12-13,毎月1日現在の人口の公開を行う
052019,0000000321,秋田県,秋田市,衛生検査所一覧,衛生検査所一覧,excel,社会保障・衛生,追加があった場合,https://www.city.akita.lg.jp/kurashi/kenko/1005375/1028996.html,CC BYに準拠。,2021-04-13,2021-04-13,
052019,0000000322,秋田県,秋田市,令和2年10月1日現在 秋田市年齢別・地区別人口,令和2年10月1日現在 秋田市年齢別・地区別人口,excel,人口・世帯,,https://www.city.akita.lg.jp/shisei/tokei/1003666/1003567.html,CC BYに準拠。,2019-12-27,2021-07-15,1年に1回最新の人口の公開を行う
052019,0000000323,秋田県,秋田市,[学校基本調査他] 幼保連携型認定こども園の概況,[学校基本調査他] 幼保連携型認定こども園の概況,excel,教育・文化・スポーツ・生活,1年に1回,https://www.city.akita.lg.jp/shisei/tokei/1003666/1003569.html,CC BYに準拠。,2021-04-16,2023-05-01,
052019,0000000324,秋田県,秋田市,決算書・事項別明細書（平成30年度から令和2年度）,決算書・事項別明細書（平成30年度から令和2年度）,excel,行財政,1年に1回,https://www.city.akita.lg.jp/shisei/yosan-zaisei/1016251/1022975.html,CC BYに準拠。,2021-10-08,2021-10-08,
052019,0000000325,秋田県,秋田市,秋田市人口世帯表 令和4年版,秋田市人口世帯表 令和4年版,excel,人口・世帯,毎月更新,https://www.city.akita.lg.jp/shisei/tokei/1003666/1003568.html,CC BYに準拠。,2022-01-13,2022-10-11,
052019,0000000326,秋田県,秋田市,令和2年国勢調査,令和2年国勢調査,excel,人口・世帯,次回調査は5年後,https://www.city.akita.lg.jp/shisei/tokei/1003666/1010369.html,CC BYに準拠。,2022-07-19,2022-07-19,
052019,0000000327,秋田県,秋田市,秋田駅西口駅前広場の風景,秋田駅西口駅前広場の風景,jpeg,画像,変更があった場合,https://www.city.akita.lg.jp/shisei/machizukuri/1011486/1011224/1017308.html,CC BYに準拠。,2022-09-02,2022-09-02,
052019,0000000328,秋田県,秋田市,秋田市民俗芸能伝承館・旧金子家住宅の施設画像,秋田市民俗芸能伝承館・旧金子家住宅の施設画像,jpeg,画像,変更があった場合,https://www.city.akita.lg.jp/kanko/kanrenshisetsu/1003644/1016115.html,CC BYに準拠。,2022-04-01,2023-06-13,
052019,0000000329,秋田県,秋田市,決算書・事項別明細書（令和3年度）,決算書・事項別明細書（令和3年度）,pdf,行財政,1年に1回,https://www.city.akita.lg.jp/shisei/yosan-zaisei/1016251/1035891.html,CC BYに準拠。,2022-10-08,2022-10-08,
052019,0000000330,秋田県,秋田市,予算決算委員会資料(消防本部) ,予算決算委員会資料(消防本部) ,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036154/1036374.html,CC BYに準拠。,2022-12-13,2022-12-13,
052019,0000000331,秋田県,秋田市,総務委員会資料（デジタル化推進本部）,総務委員会資料（デジタル化推進本部）,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036154/1036163.html,CC BYに準拠。,2022-12-14,2022-12-14,
052019,0000000332,秋田県,秋田市,総務委員会資料（総務部）,総務委員会資料（総務部）,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036154/1036157.html,CC BYに準拠。,2022-12-14,2022-12-14,
052019,0000000333,秋田県,秋田市,予算決算委員会資料（子ども未来部）,予算決算委員会資料（子ども未来部）,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036154/1036165.html,CC BYに準拠。,2022-12-14,2022-12-14,
052019,0000000334,秋田県,秋田市,厚生委員会資料（市民生活部）,厚生委員会資料（市民生活部）,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036154/1036164.html,CC BYに準拠。,2022-12-14,2022-12-14,
052019,0000000335,秋田県,秋田市,厚生委員会資料（子ども未来部）,厚生委員会資料（子ども未来部）,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036154/1036165.html,CC BYに準拠。,2022-12-14,2022-12-14,
052019,0000000336,秋田県,秋田市,厚生委員会資料（保健所）,厚生委員会資料（保健所）,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036154/1036375.html,CC BYに準拠。,2022-12-14,2022-12-14,
052019,0000000337,秋田県,秋田市,予算決算委員会資料（福祉保健部）,予算決算委員会資料（福祉保健部）,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036154/1036167.html,CC BYに準拠。,2022-12-14,2022-12-14,
052019,0000000338,秋田県,秋田市,予算決算委員会資料（市民生活部）,予算決算委員会資料（市民生活部）,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036154/1036164.html,CC BYに準拠。,2022-12-14,2022-12-14,
052019,0000000339,秋田県,秋田市,予算決算委員会資料（保健所）,予算決算委員会資料（保健所）,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036154/1036375.html,CC BYに準拠。,2022-12-14,2022-12-14,
052019,0000000340,秋田県,秋田市,厚生委員会資料（福祉保健部）,厚生委員会資料（福祉保健部）,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036154/1036167.html,CC BYに準拠。,2022-12-14,2022-12-14,
052019,0000000341,秋田県,秋田市,総務委員会資料（企画財政部）,総務委員会資料（企画財政部）,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036154/1036156.html,CC BYに準拠。,2022-12-14,2022-12-14,
052019,0000000342,秋田県,秋田市,建設委員会資料（上下水道局）,建設委員会資料（上下水道局）,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036154/1036370.html,CC BYに準拠。,2022-12-15,2022-12-15,
052019,0000000343,秋田県,秋田市,教育産業委員会資料（教育委員会）,教育産業委員会資料（教育委員会）,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036154/1036169.html,CC BYに準拠。,2022-12-15,2022-12-15,
052019,0000000344,秋田県,秋田市,建設委員会資料（建設部）,建設委員会資料（建設部）,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036154/1036368.html,CC BYに準拠。,2022-12-15,2022-12-15,
052019,0000000345,秋田県,秋田市,予算決算委員会資料（教育委員会）,予算決算委員会資料（教育委員会）,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036154/1036169.html,CC BYに準拠。,2022-12-15,2022-12-15,
052019,0000000346,秋田県,秋田市,教育産業委員会資料（観光文化スポーツ部）,教育産業委員会資料（観光文化スポーツ部）,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036154/1036372.html,CC BYに準拠。,2022-12-15,2022-12-15,
052019,0000000347,秋田県,秋田市,予算決算委員会資料（産業振興部）,予算決算委員会資料（産業振興部）,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036154/1036168.html,CC BYに準拠。,2022-12-15,2022-12-15,
052019,0000000348,秋田県,秋田市,建設委員会資料（環境部）,建設委員会資料（環境部）,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036154/1036371.html,CC BYに準拠。,2022-12-15,2022-12-15,
052019,0000000349,秋田県,秋田市,建設委員会資料（都市整備部）,建設委員会資料（都市整備部）,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036154/1036170.html,CC BYに準拠。,2022-12-15,2022-12-15,
052019,0000000350,秋田県,秋田市,予算決算委員会資料（建設部）,予算決算委員会資料（建設部）,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036154/1036368.html,CC BYに準拠。,2022-12-15,2022-12-15,
052019,0000000351,秋田県,秋田市,予算決算委員会資料（上下水道局）,予算決算委員会資料（上下水道局）,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036154/1036370.html,CC BYに準拠。,2022-12-15,2022-12-15,
052019,0000000352,秋田県,秋田市,教育産業委員会資料（産業振興部）,教育産業委員会資料（産業振興部）,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036154/1036168.html,CC BYに準拠。,2022-12-15,2022-12-15,
052019,0000000353,秋田県,秋田市,予算決算委員会資料（観光文化スポーツ部）,予算決算委員会資料（観光文化スポーツ部）,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036154/1036372.html,CC BYに準拠。,2022-12-15,2022-12-15,
052019,0000000354,秋田県,秋田市,令和4年11月定例会　議案などに対する議員の表決状況,令和4年11月定例会　議案などに対する議員の表決状況,excel,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/nittei/1032845/1036218/1036223.html,CC BYに準拠。,2022-12-22,2022-12-22,
052019,0000000355,秋田県,秋田市,教育産業委員会資料（産業振興部）,教育産業委員会資料（産業振興部）,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1037045/1037060.html,CC BYに準拠。,2023-02-07,2023-02-07,
052019,0000000356,秋田県,秋田市,閉会中総務委員会資料（企画財政部）,閉会中総務委員会資料（企画財政部）令和5年2月7日,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1037067/1037072.html,CC BYに準拠。,2023-02-08,2023-02-08,
052019,0000000357,秋田県,秋田市,秋田市人口世帯表 令和5年版,秋田市人口世帯表 令和5年版,excel,人口・世帯,毎月更新,https://www.city.akita.lg.jp/shisei/tokei/1003666/1003568.html,CC BYに準拠。,2023-02-09,2023-08-02,
052019,0000000358,秋田県,秋田市,令和4年10月1日現在 秋田市年齢別・地区別人口,令和4年10月1日現在 秋田市年齢別・地区別人口,excel,人口・世帯,変更があった場合,https://www.city.akita.lg.jp/shisei/tokei/1003666/1003567.html,CC BYに準拠。,2023-01-11,2023-01-11,1年に1回最新の人口の公開を行う
052019,0000000359,秋田県,秋田市,予算決算委員会資料(消防本部)令和5年3月9日,予算決算委員会資料(消防本部)令和5年3月9日,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036412/1036419.html,CC BYに準拠。,2023-03-10,2023-03-10,
052019,0000000360,秋田県,秋田市,教育産業委員会資料（教育委員会）,教育産業委員会資料（教育委員会）令和5年3月10日,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036412/1036428.html,CC BYに準拠。,2023-03-11,2023-03-11,
052019,0000000361,秋田県,秋田市,予算決算委員会資料（教育委員会）,予算決算委員会資料（教育委員会）令和5年2月28日・令和5年3月9日,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036412/1036428.html,CC BYに準拠。,2023-03-11,2023-03-11,
052019,0000000362,秋田県,秋田市,予算決算委員会資料（上下水道局）,予算決算委員会資料（上下水道局）令和5年3月9日,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036412/1036433.html,CC BYに準拠。,2023-03-11,2023-03-11,
052019,0000000363,秋田県,秋田市,予算決算委員会資料（観光文化スポーツ部）,予算決算委員会資料（観光文化スポーツ部）令和5年2月28日・令和5年3月10日,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036412/1036426.html,CC BYに準拠。,2023-03-11,2023-03-11,
052019,0000000364,秋田県,秋田市,建設委員会資料（上下水道局）,建設委員会資料（上下水道局）令和5年3月10日,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036412/1036433.html,CC BYに準拠。,2023-03-11,2023-03-11,
052019,0000000365,秋田県,秋田市,予算決算委員会資料（デジタル化推進本部）,予算決算委員会資料（デジタル化推進本部）令和5年3月9日,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036412/1036415.html,CC BYに準拠。,2023-03-14,2023-03-14,
052019,0000000366,秋田県,秋田市,予算決算委員会資料（総務部）,予算決算委員会資料（総務部）令和5年3月9日,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036412/1036416.html,CC BYに準拠。,2023-03-14,2023-03-14,
052019,0000000367,秋田県,秋田市,予算決算委員会資料（福祉保健部）,予算決算委員会資料（福祉保健部）令和5年2月28日,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036412/1036422.html,CC BYに準拠。,2023-03-14,2023-03-14,
052019,0000000368,秋田県,秋田市,総務委員会資料（デジタル化推進本部）,総務委員会資料（デジタル化推進本部）令和5年3月13日,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036412/1036415.html,CC BYに準拠。,2023-03-14,2023-03-14,
052019,0000000369,秋田県,秋田市,厚生委員会資料（保健所）,厚生委員会資料（保健所）令和5年3月13日,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036412/1036423.html,CC BYに準拠。,2023-03-14,2023-03-14,
052019,0000000370,秋田県,秋田市,厚生委員会資料（福祉保健部）,厚生決算委員会資料（福祉保健部）令和5年3月13日,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036412/1036422.html,CC BYに準拠。,2023-03-14,2023-03-14,
052019,0000000371,秋田県,秋田市,総務委員会資料（総務部）,総務委員会資料（総務部）令和5年3月13日,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036412/1036416.html,CC BYに準拠。,2023-03-14,2023-03-14,
052019,0000000372,秋田県,秋田市,予算決算委員会資料（保健所）,予算決算委員会資料（保健所）令和5年3月9日,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036412/1036423.html,CC BYに準拠。,2023-03-14,2023-03-14,
052019,0000000373,秋田県,秋田市,予算決算委員会資料（市民生活部）,予算決算委員会資料（市民生活部）令和5年3月9日,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036412/1036421.html,CC BYに準拠。,2023-03-14,2023-03-14,
052019,0000000374,秋田県,秋田市,厚生委員会資料（市民生活部）,厚生委員会資料（市民生活部）令和5年3月13日,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036412/1036421.html,CC BYに準拠。,2023-03-14,2023-03-14,
052019,0000000375,秋田県,秋田市,建設委員会資料（建設部）,建設委員会資料（建設部）令和5年3月10日,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036412/1036431.html,CC BYに準拠。,2023-03-14,2023-03-14,
052019,0000000376,秋田県,秋田市,予算決算委員会資料（建設部）,予算決算委員会資料（建設部）令和5年2月28日・令和5年3月9日,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036412/1036431.html,CC BYに準拠。,2023-03-14,2023-03-14,
052019,0000000377,秋田県,秋田市,建設委員会資料（都市整備部）,予算決算委員会資料（都市整備部）令和5年2月28日・令和5年3月9日,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036412/1036432.html,CC BYに準拠。,2023-03-15,2023-03-15,
052019,0000000378,秋田県,秋田市,予算決算委員会資料（環境部）,予算決算委員会資料（環境部）令和5年3月9日,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036412/1036430.html,CC BYに準拠。,2023-03-15,2023-03-15,
052019,0000000379,秋田県,秋田市,総務委員会資料（企画財政部）,総務委員会（企画財政部）令和5年3月13日,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036412/1036417.html,CC BYに準拠。,2023-03-16,2023-03-16,
052019,0000000380,秋田県,秋田市,予算決算委員会資料（子ども未来部）,予算決算委員会資料（子ども未来部）令和5年2月28日・令和5年3月9日,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036412/1036424.html,CC BYに準拠。,2023-03-16,2023-03-16,
052019,0000000381,秋田県,秋田市,予算決算委員会資料（企画財政部）,予算決算委員会資料（企画財政部）令和5年3月9日,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036412/1036417.html,CC BYに準拠。,2023-03-16,2023-03-16,
052019,0000000382,秋田県,秋田市,厚生委員会資料（子ども未来部）,厚生委員会資料（子ども未来部）令和5年3月15日,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036412/1036424.html,CC BYに準拠。,2023-03-16,2023-03-16,
052019,0000000383,秋田県,秋田市,予算決算委員会資料（産業振興部）,予算決算委員会資料（産業振興部）令和5年2月28日・令和5年3月9日,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036412/1036427.html,CC BYに準拠。,2023-03-17,2023-03-17,
052019,0000000384,秋田県,秋田市,教育産業委員会資料（産業振興部）,教育産業委員会資料（産業振興部）令和5年3月14日,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1036412/1036427.html,CC BYに準拠。,2023-03-17,2023-03-17,
052019,0000000385,秋田県,秋田市,令和5年2月定例会　議案などに対する議員の表決状況,令和5年2月定例会　議案などに対する議員の表決状況,excel,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/nittei/1036226/1037105/1037110.html,CC BYに準拠。,2023-03-22,2023-03-22,
052019,0000000386,秋田県,秋田市,予算決算委員会資料（教育委員会）,予算決算委員会資料（教育委員会）令和5年5月23日,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1038681/1038697.html,CC BYに準拠。,2023-05-25,2023-05-25,
052019,0000000387,秋田県,秋田市,令和5年2月定例会　議案などに対する議員の表決状況,令和5年5月定例会　議案などに対する議員の表決状況,excel,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/nittei/1036226/1038543/1038547.html,CC BYに準拠。,2023-05-24,2023-05-24,
052019,0000000388,秋田県,秋田市,予算決算委員会資料（子ども未来部）,予算決算委員会資料（子ども未来部）令和5年5月23日,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1038681/1038693.html,CC BYに準拠。,2023-05-24,2023-05-24,
052019,0000000389,秋田県,秋田市,予算決算委員会資料（福祉保健部）,予算決算委員会資料（福祉保健部）令和5年5月23日,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1038681/1038691.html,CC BYに準拠。,2023-05-24,2023-05-24,
052019,0000000390,秋田県,秋田市,厚生委員会資料（市民生活部）,厚生委員会資料（市民生活部）令和5年5月24日,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1038681/1038690.html,CC BYに準拠。,2023-05-24,2023-05-24,
052019,0000000391,秋田県,秋田市,教育産業委員会資料（産業振興部）,教育産業委員会資料（産業振興部）令和5年6月23日,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1037023/1037038.html,CC BYに準拠。,2023-06-23,2023-06-23,
052019,0000000392,秋田県,秋田市,予算決算委員会資料（産業振興部）,予算決算委員会資料（産業振興部）令和5年6月22日,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1037023/1037038.html,CC BYに準拠。,2023-06-23,2023-06-23,
052019,0000000393,秋田県,秋田市,予算決算委員会資料（環境部）,予算決算委員会資料（環境部）令和5年6月22日,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1037023/1037041.html,CC BYに準拠。,2023-06-23,2023-06-23,
052019,0000000394,秋田県,秋田市,教育産業委員会資料（教育委員会）,教育産業委員会資料（教育委員会）令和5年6月23日,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1037023/1037039.html,CC BYに準拠。,2023-06-24,2023-06-24,
052019,0000000395,秋田県,秋田市,総務委員会資料（総務部）,総務委員会資料（総務部）令和5年6月23日,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1037023/1037027.html,CC BYに準拠。,2023-06-24,2023-06-24,
052019,0000000396,秋田県,秋田市,総務委員会資料（デジタル化推進本部）,総務委員会資料（デジタル化推進本部）令和5年6月23日,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1037023/1037026.html,CC BYに準拠。,2023-06-24,2023-06-24,
052019,0000000397,秋田県,秋田市,予算決算委員会資料（教育委員会）,予算決算委員会資料（教育委員会）令和5年6月22日,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1037023/1037038.html,CC BYに準拠。,2023-06-24,2023-06-24,
052019,0000000398,秋田県,秋田市,教育産業委員会資料（観光文化スポーツ部）,教育産業委員会資料（観光文化スポーツ部）令和5年6月23日,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1037023/1037037.html,CC BYに準拠。,2023-06-24,2023-06-24,
052019,0000000399,秋田県,秋田市,総務委員会資料（企画財政部）,総務委員会（企画財政部）令和5年6月23日,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1037023/1037028.html,CC BYに準拠。,2023-06-26,2023-06-26,
052019,0000000400,秋田県,秋田市,予算決算委員会資料（企画財政部）,予算決算委員会資料（企画財政部）令和5年6月22日,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1037023/1037028.html,CC BYに準拠。,2023-06-26,2023-06-26,
052019,0000000401,秋田県,秋田市,総務委員会資料（企画財政部）,総務委員会（企画財政部）令和5年5月23日,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1038681/1038686.html,CC BYに準拠。,2023-06-26,2023-06-26,
052019,0000000402,秋田県,秋田市,予算決算委員会資料（建設部）,予算決算委員会資料（建設部）令和5年6月22日,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1037023/1037042.html,CC BYに準拠。,2023-06-27,2023-06-27,
052019,0000000403,秋田県,秋田市,建設委員会資料（建設部）,建設委員会資料（建設部）令和5年6月26日,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1037023/1037042.html,CC BYに準拠。,2023-06-27,2023-06-27,
052019,0000000404,秋田県,秋田市,厚生委員会資料（保健所）,厚生委員会資料（保健所）令和5年6月26日,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1037023/1037034.html,CC BYに準拠。,2023-06-27,2023-06-27,
052019,0000000405,秋田県,秋田市,厚生委員会資料（市民生活部）,厚生委員会資料（市民生活部）令和5年6月26日,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1037023/1037032.html,CC BYに準拠。,2023-06-27,2023-06-27,
052019,0000000406,秋田県,秋田市,予算決算委員会資料（子ども未来部）,予算決算委員会資料（子ども未来部）令和5年6月22日,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1037023/1037035.html,CC BYに準拠。,2023-06-27,2023-06-27,
052019,0000000407,秋田県,秋田市,厚生委員会資料（子ども未来部）,厚生委員会資料（子ども未来部）令和5年6月26日,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1037023/1037035.html,CC BYに準拠。,2023-06-27,2023-06-27,
052019,0000000408,秋田県,秋田市,建設委員会資料（都市整備部）,予算決算委員会資料（都市整備部）令和5年6月26日,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1037023/1037043.html,CC BYに準拠。,2023-06-27,2023-06-27,
052019,0000000409,秋田県,秋田市,建設委員会資料（都市整備部）,予算決算委員会資料（都市整備部）秋田市都市計画道路見直し基本方針（案）令和5年6月26日,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1037023/1037043.html,CC BYに準拠。,2023-06-27,2023-06-27,
052019,0000000410,秋田県,秋田市,建設委員会資料（都市整備部）,予算決算委員会資料（都市整備部）秋田市都市計画道路見直し基本方針（案）【資料編】令和5年6月26日,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1037023/1037043.html,CC BYに準拠。,2023-06-27,2023-06-27,
052019,0000000411,秋田県,秋田市,建設委員会資料（上下水道局）,建設委員会資料（上下水道局）令和5年6月26日,pdf,行財政,変更があった場合,https://www.city.akita.lg.jp/shigikai/iinkai/1036153/1037023/1037044.html,CC BYに準拠。,2023-06-27,2023-06-27,
